gene_id	ERR458494_1	ERR458493_1	ERR458493_2	ERR458494_2
YLR393W	17	16	16	17
YLR394W	41	56	56	41
YLR395C	65	49	49	65
YLR396C	26	34	34	26
YLR397C	44	49	49	44
YLR398C	82	96	96	82
YLR399C	169	177	177	169
YLR399W-A	18	11	11	18
YLR400W	3	8	8	3
YLR401C	64	49	49	64
YLR402W	0	4	4	0
YLR403W	68	60	60	68
YLR404W	8	22	22	8
YLR405W	28	27	27	28
YLR406C	372	344	344	372
YLR406C-A	0	0	0	0
YLR407W	13	12	12	13
YLR408C	2	10	10	2
YLR409C	44	49	49	44
YLR410W	111	126	126	111
YLR410W-B	6	6	6	6
YLR410W-A	0	0	0	0
YLR411W	4	2	2	4
YLR412W	27	37	37	27
YLR412C-A	0	0	0	0
YLR413W	364	367	367	364
YLR414C	260	273	273	260
YLR415C	0	1	1	0
YLR416C	0	3	3	0
YLR417W	44	58	58	44
YLR418C	50	65	65	50
YLR419W	34	24	24	34
tL(UAA)L	0	0	0	0
YLR420W	155	149	149	155
YLR421C	106	93	93	106
YLR422W	69	63	63	69
YLR423C	11	6	6	11
YLR424W	11	7	7	11
tN(GUU)L	0	0	0	0
YLR425W	37	59	59	37
YLR426W	39	38	38	39
YLR427W	85	100	100	85
YLR428C	25	20	20	25
YLR429W	236	229	229	236
YLR430W	121	113	113	121
YLR431C	29	33	33	29
YLR432W	327	367	367	327
YLR433C	28	34	34	28
YLR434C	2	3	3	2
YLR435W	26	25	25	26
YLR436C	98	85	85	98
YLR437C	92	70	70	92
YLR437C-A	22	20	20	22
YLR438W	141	118	118	141
YLR438C-A	117	118	118	117
YLR439W	56	72	72	56
YLR440C	54	47	47	54
YLR441C	1012	1081	1081	1012
YLR442C	55	42	42	55
YLR443W	77	69	69	77
YLR444C	24	23	23	24
YLR445W	0	1	1	0
YLR446W	14	22	22	14
YLR447C	337	325	325	337
YLR448W	301	325	325	301
YLR449W	219	254	254	219
YLR450W	146	172	172	146
YLR451W	49	46	46	49
YLR452C	39	47	47	39
YLR453C	9	12	12	9
YLR454W	80	93	93	80
tI(AAU)L2	0	0	0	0
YLR455W	18	20	20	18
YLR456W	6	6	6	6
YLR457C	12	12	12	12
YLR458W	2	1	1	2
YLR459W	39	42	42	39
YLR460C	9	6	6	9
YLR461W	1	0	0	1
YLR462W	1	0	0	1
YLR463C	1	0	0	1
YLR464W	0	0	0	0
YLR465C	0	0	0	0
YLR466W	9	1	1	9
YLR466C-A	6	0	0	6
YLR466C-B	0	0	0	0
YLR467W	10	1	1	10
YLR467C-A	6	0	0	6
YML133C	1	0	0	1
YML133W-B	0	0	0	0
YML133W-A	0	0	0	0
YML132W	0	0	0	0
YML131W	52	49	49	52
YML130C	74	73	73	74
YML129C	92	91	91	92
YML128C	215	190	190	215
YML127W	89	80	80	89
YML126C	272	281	281	272
YML125C	186	166	166	186
YML124C	285	278	278	285
YML123C	1158	1134	1134	1158
YML122C	1	1	1	1
YML121W	32	48	48	32
YML120C	164	160	160	164
YML119W	38	39	39	38
YML118W	15	19	19	15
YML117W	314	340	340	314
YML116W-A	91	82	82	91
YML116W	63	58	58	63
YML115C	99	128	128	99
YML114C	57	62	62	57
YML113W	19	17	17	19
YML112W	22	16	16	22
YML111W	79	89	89	79
YML110C	153	144	144	153
YML109W	23	27	27	23
YML108W	9	8	8	9
YML107C	22	26	26	22
YML106W	309	303	303	309
YML105C	67	74	74	67
YML104C	16	21	21	16
YML103C	68	80	80	68
snR85	4	1	1	4
YML102W	77	73	73	77
YML101C-A	12	11	11	12
YML101C	30	33	33	30
YML100W-A	4	0	0	4
YML100W	964	952	952	964
YML099W-A	12	8	8	12
YML099C	52	49	49	52
YML098W	78	54	54	78
YML097C	16	17	17	16
YML096W	35	42	42	35
YML095C	9	7	7	9
YML094C-A	31	23	23	31
YML094W	44	50	50	44
YML093W	86	87	87	86
YML092C	176	185	185	176
YML091C	82	104	104	82
YML090W	1	2	2	1
YML089C	0	0	0	0
YML088W	115	98	98	115
YML087C	12	7	7	12
YML086C	121	160	160	121
YML085C	252	245	245	252
YML084W	1	0	0	1
YML083C	12	14	14	12
YML082W	40	47	47	40
YML081C-A	40	46	46	40
YML081W	72	64	64	72
YML080W	10	17	17	10
YML079W	60	49	49	60
YML078W	163	175	175	163
YML077W	25	19	19	25
YML076C	32	42	42	32
YML075C	132	146	146	132
YML074C	616	575	575	616
YML073C	925	995	995	925
YML072C	270	272	272	270
YML071C	56	59	59	56
tR(UCU)M2	0	0	0	0
YML070W	194	182	182	194
YML069W	217	203	203	217
YML068W	40	26	26	40
YML067C	87	104	104	87
YML066C	9	12	12	9
YML065W	45	37	37	45
YML064C	37	35	35	37
YML063W	1270	1303	1303	1270
YML062C	39	53	53	39
YML061C	44	39	39	44
YML060W	5	12	12	5
YML059C	66	57	57	66
YML058W-A	7	13	13	7
YML058W	156	165	165	156
YML057C-A	20	20	20	20
YML057W	143	187	187	143
YML056C	420	444	444	420
snR54	1	0	0	1
YML055W	23	21	21	23
YML054C	17	14	14	17
YML054C-A	3	2	2	3
tY(GUA)M1	0	0	0	0
YML053C	51	31	31	51
YML052W	130	113	113	130
YML051W	73	77	77	73
YML050W	14	9	9	14
YML049C	80	113	113	80
YML048W	304	284	284	304
YML047W-A	0	0	0	0
YML047C	0	1	1	0
YML046W	19	27	27	19
tG(GCC)M	0	0	0	0
YML045W	2	5	5	2
YML045W-A	2	3	3	2
YML043C	4	4	4	4
YML042W	25	27	27	25
YML041C	24	16	16	24
tP(UGG)M	0	0	0	0
YML039W	0	1	1	0
YML040W	0	0	0	0
YML038C	73	71	71	73
YML037C	6	9	9	6
YML036W	20	10	10	20
YML035C	123	109	109	123
YML034C-A	13	10	10	13
YML034W	57	66	66	57
YML032C	95	98	98	95
YML031C-A	7	15	15	7
YML031W	133	134	134	133
YML030W	48	55	55	48
YML029W	79	81	81	79
YML028W	2378	2510	2510	2378
YML027W	20	11	11	20
YML026C	939	962	962	939
YML025C	54	57	57	54
YML024W	723	790	790	723
YML023C	25	25	25	25
YML022W	156	151	151	156
YML021C	44	38	38	44
YML020W	28	53	53	28
YML019W	54	70	70	54
YML018C	76	80	80	76
YML017W	59	62	62	59
YML016C	77	87	87	77
YML015C	38	48	48	38
YML014W	60	52	52	60
YML013W	113	90	90	113
YML012C-A	37	36	36	37
YML012W	338	346	346	338
YML011C	20	21	21	20
YML010W	453	469	469	453
YML009W-B	172	198	198	172
YML009C-A	71	91	91	71
YML009C	39	49	49	39
YML008C	439	487	487	439
YML007C-A	0	1	1	0
YML007W	148	135	135	148
YML006C	59	44	44	59
tS(AGA)M	0	0	0	0
YML005W	12	19	19	12
YML004C	165	156	156	165
YML003W	4	2	2	4
YML002W	39	37	37	39
YML001W	88	99	99	88
YMR001C	61	50	50	61
YMR001C-A	2	0	0	2
YMR002W	240	232	232	240
YMR003W	11	5	5	11
YMR004W	68	63	63	68
YMR005W	50	49	49	50
YMR006C	171	191	191	171
YMR007W	8	8	8	8
YMR008C	421	430	430	421
YMR009W	59	66	66	59
YMR010W	73	89	89	73
YMR011W	3836	3927	3927	3836
tE(UUC)M	0	0	0	0
YMR012W	280	284	284	280
YMR013C	18	17	17	18
YMR013C-A	1	4	4	1
snR78	0	0	0	0
snR77	1	1	1	1
snR76	1	2	2	1
snR75	0	0	0	0
snR74	0	0	0	0
snR73	0	0	0	0
YMR013W-A	0	0	0	0
snR72	0	0	0	0
YMR014W	48	56	56	48
YMR015C	42	74	74	42
YMR016C	114	112	112	114
YMR017W	3	5	5	3
YMR018W	4	3	3	4
YMR019W	41	47	47	41
YMR020W	95	81	81	95
YMR021C	17	24	24	17
YMR022W	96	89	89	96
YMR023C	31	21	21	31
tA(AGC)M1	0	0	0	0
YMR024W	59	51	51	59
YMR025W	6	3	3	6
YMR026C	47	33	33	47
YMR027W	145	160	160	145
YMR028W	21	31	31	21
YMR029C	52	62	62	52
YMR030W	26	20	20	26
YMR031C	277	276	276	277
YMR031W-A	1	6	6	1
YMR032W	54	52	52	54
YMR030W-A	1	3	3	1
YMR033W	68	57	57	68
YMR034C	15	15	15	15
YMR035W	34	29	29	34
YMR036C	13	17	17	13
YMR037C	75	74	74	75
YMR038C	178	188	188	178
YMR039C	177	194	194	177
YMR040W	4	8	8	4
YMR041C	36	30	30	36
tF(GAA)M	0	0	0	0
YMR042W	27	25	25	27
YMR043W	161	177	177	161
YMR044W	55	47	47	55
YMR045C	28	33	33	28
YMR046C	15	12	12	15
YMR046W-A	0	0	0	0
tH(GUG)M	0	0	0	0
YMR047C	138	161	161	138
YMR048W	17	29	29	17
YMR049C	49	52	52	49
tV(AAC)M1	0	0	0	0
YMR050C	0	3	3	0
YMR051C	0	0	0	0
tW(CCA)M	0	0	0	0
YMR052W	7	5	5	7
YMR052C-A	4	3	3	4
YMR053C	46	41	41	46
YMR054W	192	210	210	192
YMR055C	14	11	11	14
YMR056C	22	22	22	22
YMR057C	2	2	2	2
YMR058W	440	436	436	440
YMR059W	10	4	4	10
YMR060C	28	23	23	28
YMR061W	44	53	53	44
YMR062C	99	111	111	99
YMR063W	7	14	14	7
YMR064W	29	27	27	29
YMR065W	7	9	9	7
YMR066W	18	21	21	18
YMR067C	46	44	44	46
YMR068W	34	39	39	34
YMR069W	5	3	3	5
YMR070W	98	97	97	98
YMR071C	99	107	107	99
YMR072W	109	118	118	109
YMR073C	24	25	25	24
YMR074C	79	70	70	79
YMR075W	22	13	13	22
YMR075C-A	5	5	5	5
YMR076C	35	25	25	35
tV(AAC)M2	0	0	0	0
YMR077C	10	16	16	10
YMR078C	24	20	20	24
YMR079W	74	85	85	74
YMR080C	153	147	147	153
YMR081C	89	70	70	89
YMR082C	0	0	0	0
YMR083W	536	511	511	536
YMR084W	9	16	16	9
YMR085W	41	27	27	41
YMR086W	86	69	69	86
YMR086C-A	8	8	8	8
YMR087W	25	22	22	25
YMR088C	91	98	98	91
YMR089C	131	143	143	131
YMR090W	39	40	40	39
YMR091C	76	66	66	76
YMR092C	172	172	172	172
YMR093W	24	46	46	24
YMR094W	3	2	2	3
YMR095C	3	2	2	3
YMR096W	51	35	35	51
YMR097C	22	21	21	22
YMR098C	18	25	25	18
tD(GUC)M	0	0	0	0
YMR099C	117	88	88	117
YMR100W	41	40	40	41
YMR101C	1	1	1	1
YMR102C	114	122	122	114
YMR103C	47	70	70	47
YMR104C	172	150	150	172
YMR105C	702	704	704	702
YMR105W-A	1	1	1	1
YMR106C	17	19	19	17
tK(CUU)M	0	0	0	0
YMR107W	0	0	0	0
YMR108W	369	437	437	369
YMR109W	230	215	215	230
YMR110C	123	92	92	123
YMR111C	35	24	24	35
YMR112C	17	18	18	17
YMR113W	38	33	33	38
YMR114C	31	32	32	31
YMR115W	45	25	25	45
YMR116C	3022	3134	3134	3022
snR24	1	1	1	1
YMR117C	1	3	3	1
YMR118C	5	6	6	5
tL(CAA)M	0	0	0	0
YMR119W	89	73	73	89
YMR119W-A	35	32	32	35
YMR120C	630	679	679	630
YMR121C	54	71	71	54
YMR122C	7	3	3	7
YMR122W-A	1223	1300	1300	1223
YMR123W	51	45	45	51
YMR124W	130	124	124	130
YMR125W	91	66	66	91
YMR126C	13	18	18	13
YMR127C	10	13	13	10
YMR128W	60	51	51	60
YMR129W	89	88	88	89
YMR130W	21	36	36	21
YMR131C	132	153	153	132
YMR132C	6	7	7	6
YMR133W	7	10	10	7
YMR134W	23	20	20	23
YMR135C	220	200	200	220
YMR135W-A	29	35	35	29
YMR136W	169	170	170	169
YMR137C	12	17	17	12
YMR138W	24	16	16	24
YMR139W	91	91	91	91
YMR140W	47	54	54	47
YMR141C	8	12	12	8
YMR142C	1067	1120	1120	1067
YMR141W-A	2	3	3	2
YMR143W	791	811	811	791
YMR144W	27	23	23	27
YMR145C	308	304	304	308
YMR146C	557	558	558	557
YMR147W	2	8	8	2
YMR148W	21	16	16	21
YMR149W	179	179	179	179
YMR150C	57	52	52	57
YMR151W	5	6	6	5
YMR152W	87	97	97	87
YMR153W	39	34	34	39
YMR153C-A	10	7	7	10
YMR154C	22	11	11	22
YMR155W	34	31	31	34
YMR156C	12	11	11	12
YMR157C	40	30	30	40
YMR158W	36	24	24	36
tM(CAU)M	0	0	0	0
YMR158C-A	1	5	5	1
YMR158W-B	8	6	6	8
YMR159C	8	6	6	8
YMR160W	38	38	38	38
YMR161W	53	40	40	53
YMR162C	65	67	67	65
YMR163C	22	19	19	22
tV(AAC)M3	0	0	0	0
YMR164C	36	42	42	36
YMR165C	84	60	60	84
YMR166C	22	30	30	22
YMR167W	30	35	35	30
YMR168C	16	30	30	16
YMR169C	14	14	14	14
YMR170C	21	20	20	21
YMR171C	71	83	83	71
YMR172W	42	48	48	42
YMR172C-A	13	17	17	13
YMR173W	422	453	453	422
YMR173W-A	397	422	422	397
YMR174C	8	13	13	8
YMR175W	3	2	2	3
YMR175W-A	1	1	1	1
YMR176W	32	35	35	32
YMR177W	31	36	36	31
YMR178W	87	77	77	87
YMR179W	23	16	16	23
YMR180C	37	20	20	37
YMR181C	67	61	61	67
YMR182C	36	50	50	36
YMR182W-A	2	0	0	2
snR83	2	3	3	2
YMR183C	176	163	163	176
YMR184W	29	36	36	29
YMR185W	23	9	9	23
YMR186W	1135	1168	1168	1135
YMR187C	7	13	13	7
YMR188C	23	19	19	23
YMR189W	150	144	144	150
YMR190C	41	45	45	41
YMR191W	52	29	29	52
YMR192W	44	33	33	44
YMR193W	14	21	21	14
YMR193C-A	22	21	21	22
YMR194W	177	143	143	177
snR11	14	11	11	14
YMR194C-B	21	14	14	21
YMR194C-A	4	3	3	4
YMR195W	133	153	153	133
YMR196W	210	218	218	210
YMR197C	92	87	87	92
YMR198W	34	31	31	34
YMR199W	73	75	75	73
YMR200W	139	126	126	139
YMR201C	31	16	16	31
RNA170	3	1	1	3
YMR202W	425	433	433	425
YMR203W	203	241	241	203
YMR204C	14	22	22	14
YMR205C	948	968	968	948
YMR206W	36	34	34	36
YMR207C	37	44	44	37
YMR208W	104	82	82	104
YMR209C	38	41	41	38
YMR210W	58	67	67	58
YMR211W	22	21	21	22
YMR212C	58	63	63	58
YMR213W	41	32	32	41
YMR214W	97	99	99	97
YMR215W	106	131	131	106
YMR216C	94	80	80	94
YMR217W	378	393	393	378
YMR218C	42	50	50	42
YMR219W	118	102	102	118
YMR220W	98	98	98	98
YMR221C	53	66	66	53
YMR222C	43	41	41	43
YMR223W	16	25	25	16
YMR224C	27	30	30	27
YMR225C	54	50	50	54
YMR226C	236	223	223	236
YMR227C	59	57	57	59
YMR228W	12	10	10	12
YMR229C	111	109	109	111
YMR230W	521	532	532	521
YMR230W-A	0	2	2	0
YMR231W	46	39	39	46
YMR232W	1	1	1	1
YMR233W	14	13	13	14
YMR234W	30	37	37	30
YMR235C	160	183	183	160
YMR236W	113	121	121	113
YMR237W	102	125	125	102
YMR238W	249	220	220	249
tR(UCU)M1	0	0	0	0
YMR239C	11	11	11	11
YMR240C	31	18	18	31
YMR241W	107	92	92	107
YMR242C	629	654	654	629
YMR242W-A	1	1	1	1
YMR243C	184	188	188	184
YMR244W	3	1	1	3
YMR244C-A	22	26	26	22
YMR245W	33	36	36	33
YMR246W	544	559	559	544
snR86	68	61	61	68
YMR247C	46	41	41	46
tA(AGC)M2	0	0	0	0
YMR247W-A	3	3	3	3
YMR250W	183	201	201	183
YMR251W	19	23	23	19
YMR251W-A	444	480	480	444
YMR252C	25	26	26	25
YMR253C	37	25	25	37
YMR254C	2	2	2	2
YMR255W	41	40	40	41
YMR256C	19	29	29	19
YMR257C	12	19	19	12
YMR258C	77	75	75	77
YMR259C	31	38	38	31
YMR260C	272	257	257	272
YMR261C	230	239	239	230
YMR262W	92	78	78	92
YMR263W	42	38	38	42
YMR264W	84	73	73	84
YMR265C	58	63	63	58
YMR266W	177	148	148	177
YMR267W	40	29	29	40
YMR268C	5	6	6	5
YMR269W	16	18	18	16
YMR270C	33	35	35	33
YMR271C	20	15	15	20
tQ(CUG)M	0	0	0	0
YMR272C	193	211	211	193
YMR272W-A	31	35	35	31
YMR272W-B	1	3	3	1
YMR273C	82	85	85	82
YMR274C	15	19	19	15
YMR275C	91	81	81	91
YMR276W	514	520	520	514
YMR277W	82	79	79	82
YMR278W	57	81	81	57
YMR279C	17	18	18	17
YMR280C	39	38	38	39
YMR281W	56	63	63	56
YMR282C	28	18	18	28
YMR283C	19	21	21	19
tY(GUA)M2	0	0	0	0
YMR284W	25	18	18	25
YMR285C	35	40	40	35
YMR286W	21	35	35	21
YMR287C	32	31	31	32
YMR288W	32	35	35	32
YMR289W	50	55	55	50
YMR290C	93	102	102	93
YMR290W-A	10	8	8	10
YMR291W	194	201	201	194
YMR292W	13	13	13	13
YMR293C	18	16	16	18
YMR294W	18	13	13	18
YMR294W-A	178	186	186	178
YMR295C	390	364	364	390
YMR296C	321	342	342	321
YMR297W	778	791	791	778
YMR298W	57	61	61	57
YMR299C	25	20	20	25
YMR300C	259	255	255	259
YMR301C	62	71	71	62
YMR302C	90	90	90	90
YMR303C	29	31	31	29
YMR304W	114	104	104	114
YMR304C-A	27	41	41	27
YMR305C	544	533	533	544
YMR306W	17	21	21	17
YMR306C-A	0	2	2	0
YMR307W	1391	1371	1371	1391
YMR307C-A	156	136	136	156
YMR308C	169	194	194	169
YMR309C	91	94	94	91
YMR310C	21	24	24	21
YMR311C	180	235	235	180
YMR312W	24	39	39	24
YMR313C	61	61	61	61
YMR314W	258	295	295	258
YMR315W	202	259	259	202
YMR315W-A	1	3	3	1
YMR316W	115	96	96	115
YMR316C-A	38	36	36	38
YMR316C-B	6	4	4	6
YMR317W	41	40	40	41
YMR318C	465	465	465	465
YMR319C	269	283	283	269
YMR320W	2	7	7	2
YMR321C	2	2	2	2
YMR322C	0	0	0	0
YMR323W	1	0	0	1
YMR324C	0	0	0	0
YMR325W	0	0	0	0
YMR326C	0	0	0	0
YNL339C	2	0	0	2
YNL339W-B	0	0	0	0
YNL339W-A	0	0	0	0
YNL338W	0	0	0	0
YNL337W	0	0	0	0
YNL336W	13	15	15	13
YNL335W	2	3	3	2
YNL334C	2	1	1	2
YNL333W	5	6	6	5
YNL332W	2	1	1	2
YNL331C	19	14	14	19
YNL330C	109	131	131	109
YNL329C	53	55	55	53
YNL328C	3	2	2	3
YNL327W	381	391	391	381
YNL326C	31	26	26	31
YNL325C	28	28	28	28
YNL324W	0	1	1	0
YNL323W	60	61	61	60
YNL322C	292	266	266	292
YNL321W	128	132	132	128
YNL320W	33	35	35	33
YNL319W	0	1	1	0
YNL318C	0	0	0	0
YNL317W	31	31	31	31
YNL316C	17	27	27	17
YNL315C	89	80	80	89
YNL314W	25	17	17	25
YNL313C	30	20	20	30
YNL312W	81	71	71	81
YNL311C	32	27	27	32
YNL310C	39	42	42	39
YNL309W	46	35	35	46
YNL308C	93	68	68	93
YNL307C	110	111	111	110
YNL306W	101	118	118	101
YNL305C	115	119	119	115
YNL304W	33	27	27	33
YNL303W	0	4	4	0
YNL302C	1486	1427	1427	1486
YNL301C	158	170	170	158
YNL300W	125	120	120	125
YNL299W	11	4	4	11
YNL298W	42	43	43	42
YNL297C	76	67	67	76
YNL296W	2	1	1	2
YNL295W	31	36	36	31
YNL294C	171	159	159	171
YNL293W	58	62	62	58
YNL292W	37	40	40	37
YNL291C	39	36	36	39
YNL290W	100	109	109	100
YNL289W	63	49	49	63
snR40	0	0	0	0
YNL288W	91	109	109	91
YNL287W	216	214	214	216
YNL286W	32	25	25	32
YNL285W	1	0	0	1
tG(UCC)N	0	0	0	0
YNL284C-B	11	20	20	11
YNL284C-A	6	9	9	6
tN(GUU)N1	0	0	0	0
YNL284C	37	38	38	37
tT(AGU)N1	0	0	0	0
YNL283C	156	143	143	156
YNL282W	21	10	10	21
YNL281W	94	87	87	94
YNL280C	136	152	152	136
YNL279W	14	5	5	14
YNL278W	39	47	47	39
YNL277W-A	0	0	0	0
YNL277W	47	51	51	47
YNL276C	14	12	12	14
YNL275W	30	40	40	30
YNL274C	68	79	79	68
YNL273W	22	19	19	22
YNL272C	55	61	61	55
YNL271C	129	150	150	129
YNL270C	6	6	6	6
YNL269W	0	0	0	0
YNL268W	174	199	199	174
YNL267W	77	99	99	77
YNL266W	15	17	17	15
YNL265C	37	35	35	37
YNL264C	56	44	44	56
YNL263C	84	103	103	84
YNL262W	51	51	51	51
YNL261W	35	39	39	35
YNL260C	11	9	9	11
YNL259C	20	8	8	20
YNL258C	63	45	45	63
YNL257C	32	68	68	32
YNL256W	40	42	42	40
YNL255C	394	397	397	394
YNL254C	15	11	11	15
YNL253W	23	29	29	23
YNL252C	42	35	35	42
YNL251C	134	128	128	134
YNL250W	40	26	26	40
YNL249C	15	23	23	15
YNL248C	62	82	82	62
YNL247W	235	239	239	235
YNL246W	75	96	96	75
YNL245C	41	34	34	41
YNL244C	262	248	248	262
YNL243W	360	371	371	360
YNL242W	68	71	71	68
YNL241C	545	545	545	545
YNL240C	58	56	56	58
YNL239W	205	188	188	205
YNL238W	125	82	82	125
YNL237W	33	40	40	33
YNL236W	48	52	52	48
YNL235C	17	17	17	17
YNL234W	20	26	26	20
YNL233W	35	36	36	35
YNL232W	58	53	53	58
YNL231C	110	89	89	110
YNL230C	21	37	37	21
YNL229C	106	114	114	106
YNL228W	17	27	27	17
YNL227C	26	40	40	26
YNL226W	2	4	4	2
YNL225C	10	12	12	10
YNL224C	49	60	60	49
YNL223W	40	42	42	40
YNL222W	12	12	12	12
snR19	5	5	5	5
YNL221C	88	103	103	88
YNL220W	290	282	282	290
YNL219C	78	65	65	78
YNL218W	32	29	29	32
YNL217W	222	241	241	222
YNL216W	63	62	62	63
YNL215W	82	85	85	82
YNL214W	14	9	9	14
YNL213C	21	14	14	21
YNL212W	70	79	79	70
YNL211C	2	2	2	2
YNL210W	1	1	1	1
YNL209W	1346	1404	1404	1346
YNL208W	1457	1453	1453	1457
YNL207W	26	46	46	26
YNL206C	48	62	62	48
YNL205C	1	1	1	1
YNL204C	8	8	8	8
YNL203C	6	6	6	6
YNL202W	7	10	10	7
YNL201C	31	22	22	31
YNL200C	75	57	57	75
YNL199C	76	68	68	76
YNL198C	1	7	7	1
YNL197C	117	102	102	117
YNL196C	16	15	15	16
YNL195C	22	17	17	22
YNL194C	16	12	12	16
YNL193W	28	48	48	28
YNL192W	335	333	333	335
YNL191W	28	26	26	28
YNL190W	205	192	192	205
YNL189W	135	135	135	135
YNL188W	25	18	18	25
YNL187W	19	18	18	19
YNL186W	51	54	54	51
YNL185C	43	53	53	43
YNL184C	8	12	12	8
YNL183C	56	62	62	56
YNL182C	21	29	29	21
YNL181W	48	54	54	48
YNL180C	72	91	91	72
YNL179C	11	6	6	11
YNL178W	1895	1919	1919	1895
YNL177C	87	75	75	87
YNL176C	122	104	104	122
YNL175C	73	76	76	73
YNL174W	19	12	12	19
YNL173C	201	205	205	201
YNL172W	37	29	29	37
YNL171C	7	3	3	7
YNL170W	22	26	26	22
YNL169C	70	102	102	70
YNL168C	64	64	64	64
YNL167C	79	66	66	79
YNL166C	53	51	51	53
YNL165W	29	45	45	29
YNL164C	8	17	17	8
YNL163C	58	71	71	58
YNL162W-A	2	0	0	2
YNL162W	483	449	449	483
YNL161W	72	94	94	72
YNL160W	249	251	251	249
YNL159C	57	60	60	57
YNL158W	29	23	23	29
YNL157W	116	104	104	116
YNL156C	76	85	85	76
YNL155W	61	83	83	61
YNL154C	268	241	241	268
YNL153C	111	97	97	111
YNL152W	36	49	49	36
YNL151C	78	93	93	78
YNL150W	69	65	65	69
YNL149C	90	83	83	90
YNL148C	46	53	53	46
YNL147W	40	52	52	40
YNL146C-A	3	4	4	3
YNL146W	7	1	1	7
YNL145W	70	63	63	70
YNL144C	145	134	134	145
YNL144W-A	10	12	12	10
YNL143C	5	4	4	5
YNL142W	30	21	21	30
YNL141W	83	78	78	83
YNL140C	48	24	24	48
YNL139C	92	73	73	92
YNL138W-A	22	21	21	22
YNL138W	261	262	262	261
YNL137C	59	60	60	59
YNL136W	61	45	45	61
YNL135C	502	528	528	502
YNL134C	227	246	246	227
YNL133C	6	2	2	6
tF(GAA)N	0	0	0	0
YNL132W	51	51	51	51
YNL131W	99	121	121	99
YNL130C	54	73	73	54
YNL130C-A	0	1	1	0
YNL129W	16	11	11	16
YNL128W	5	4	4	5
YNL127W	30	40	40	30
YNL126W	7	14	14	7
YNL125C	57	87	87	57
YNL124W	43	32	32	43
YNL123W	66	72	72	66
YNL122C	13	12	12	13
YNL121C	123	142	142	123
YNL120C	3	1	1	3
YNL119W	15	11	11	15
YNL118C	133	115	115	133
YNL117W	12	12	12	12
YNL116W	29	33	33	29
YNL115C	102	89	89	102
YNL114C	16	32	32	16
YNL113W	20	45	45	20
YNL112W	426	386	386	426
YNL111C	22	19	19	22
YNL110C	45	26	26	45
YNL109W	22	20	20	22
YNL108C	31	32	32	31
YNL107W	14	13	13	14
YNL106C	54	46	46	54
YNL105W	4	1	1	4
YNL104C	515	520	520	515
YNL103W-A	5	4	4	5
YNL103W	85	72	72	85
YNL102W	38	38	38	38
YNL101W	49	51	51	49
YNL100W	64	60	60	64
YNL099C	53	46	46	53
YNL098C	570	578	578	570
YNL097C-B	2	3	3	2
YNL097C	97	122	122	97
YNL097W-A	35	40	40	35
tL(CAA)N	0	0	0	0
YNL096C	224	292	292	224
YNL095C	29	28	28	29
YNL094W	137	130	130	137
YNL093W	5	11	11	5
YNL092W	21	20	20	21
YNL091W	207	189	189	207
YNL090W	36	39	39	36
YNL089C	28	33	33	28
YNL088W	76	60	60	76
YNL087W	152	145	145	152
YNL086W	9	7	7	9
YNL085W	109	111	111	109
YNL084C	97	90	90	97
YNL083W	33	30	30	33
YNL082W	24	14	14	24
YNL081C	68	59	59	68
YNL080C	79	88	88	79
YNL079C	394	416	416	394
YNL078W	55	81	81	55
YNL077W	30	31	31	30
YNL076W	78	61	61	78
YNL075W	38	35	35	38
YNL074C	116	126	126	116
YNL073W	111	124	124	111
YNL072W	34	23	23	34
YNL071W	580	564	564	580
YNL070W	37	35	35	37
YNL069C	842	802	802	842
YNL068C	50	70	70	50
YNL067W-A	0	0	0	0
YNL067W-B	0	0	0	0
YNL067W	366	380	380	366
YNL066W	275	298	298	275
YNL065W	19	23	23	19
YNL064C	377	414	414	377
YNL063W	18	25	25	18
YNL062C	15	26	26	15
YNL061W	141	125	125	141
YNL059C	95	114	114	95
YNL058C	69	107	107	69
YNL057W	29	52	52	29
YNL056W	81	86	86	81
YNL055C	740	768	768	740
tD(GUC)N	1	0	0	1
YNL054W-B	13	15	15	13
YNL054W-A	1	3	3	1
YNL054W	71	70	70	71
YNL053W	46	44	44	46
YNL052W	123	117	117	123
YNL051W	28	23	23	28
YNL050C	17	20	20	17
YNL049C	65	68	68	65
YNL048W	41	36	36	41
YNL047C	22	27	27	22
YNL046W	45	52	52	45
YNL045W	109	129	129	109
YNL044W	107	102	102	107
YNL043C	83	79	79	83
tP(UGG)N1	0	0	0	0
YNL042W-B	0	1	1	0
YNL042W	44	43	43	44
YNL041C	48	45	45	48
YNL040W	17	25	25	17
YNL039W	62	68	68	62
YNL038W	25	37	37	25
YNL037C	330	380	380	330
YNL036W	129	131	131	129
tT(AGU)N2	0	0	0	0
tP(UGG)N2	0	0	0	0
YNL035C	45	39	39	45
tI(AAU)N1	0	0	0	0
YNL034W	2	1	1	2
YNL033W	0	0	0	0
YNL032W	48	47	47	48
YNL031C	492	503	503	492
YNL030W	554	570	570	554
YNL029C	38	34	34	38
YNL028W	1	1	1	1
YNL027W	64	75	75	64
YNL026W	42	57	57	42
YNL025C	29	31	31	29
NME1	4	1	1	4
snR66	2	0	0	2
YNL024C-A	36	45	45	36
YNL024C	39	33	33	39
YNL023C	51	56	56	51
