gene_id	ERR458494_1	ERR458493_1	ERR458493_2	ERR458494_2
YIR024C	23	15	15	23
YIR025W	30	37	37	30
YIR026C	83	77	77	83
YIR027C	3	4	4	3
YIR028W	6	10	10	6
YIR029W	27	29	29	27
YIR030C	3	3	3	3
YIR030W-A	5	5	5	5
YIR031C	29	29	29	29
YIR032C	3	0	0	3
YIR033W	155	162	162	155
YIR034C	124	108	108	124
YIR035C	148	154	154	148
YIR036C	126	128	128	126
YIR036W-A	26	27	27	26
YIR037W	115	123	123	115
YIR038C	89	88	88	89
YIR039C	33	28	28	33
YIR040C	1	1	1	1
YIR041W	1	0	0	1
YIR042C	9	12	12	9
YIR043C	0	2	2	0
YIR044C	0	0	0	0
tP(UGG)Q	0	0	0	0
Q0010	0	0	0	0
Q0017	0	0	0	0
15S_rRNA	0	2	2	0
tW(UCA)Q	0	0	0	0
Q0032	0	0	0	0
Q0070	0	0	0	0
Q0055	0	0	0	0
Q0060	0	0	0	0
Q0065	0	0	0	0
Q0045	0	0	0	0
Q0050	0	0	0	0
Q0075	0	0	0	0
Q0080	0	0	0	0
Q0085	0	0	0	0
Q0092	0	0	0	0
tE(UUC)Q	0	0	0	0
Q0115	0	0	0	0
Q0105	0	0	0	0
Q0120	0	0	0	0
Q0110	0	0	0	0
Q0130	0	0	0	0
tS(UGA)Q2	0	0	0	0
Q0140	0	0	0	0
Q0142	0	0	0	0
Q0143	0	0	0	0
Q0144	0	0	0	0
21S_rRNA	5	3	3	5
Q0160	0	0	0	0
tT(UGU)Q1	0	0	0	0
tC(GCA)Q	0	0	0	0
tH(GUG)Q	0	0	0	0
Q0182	0	0	0	0
tL(UAA)Q	0	0	0	0
tQ(UUG)Q	0	0	0	0
tK(UUU)Q	0	0	0	0
tR(UCU)Q1	0	0	0	0
tG(UCC)Q	0	0	0	0
tD(GUC)Q	0	0	0	0
tS(GCU)Q1	0	0	0	0
tR(ACG)Q2	0	0	0	0
tA(UGC)Q	0	0	0	0
tI(GAU)Q	0	0	0	0
tY(GUA)Q	0	0	0	0
tN(GUU)Q	0	0	0	0
tM(CAU)Q1	0	0	0	0
Q0250	0	0	0	0
Q0255	0	0	0	0
tF(GAA)Q	0	0	0	0
tT(XXX)Q2	0	0	0	0
tV(UAC)Q	0	0	0	0
Q0275	0	0	0	0
tM(CAU)Q2	0	0	0	0
RPM1	0	0	0	0
Q0297	0	0	0	0
YEL077C	14	16	16	14
YEL077W-A	2	2	2	2
YEL076C-A	0	1	1	0
YEL076C	0	1	1	0
YEL075W-A	0	1	1	0
YEL075C	0	0	0	0
YEL074W	0	1	1	0
YEL073C	13	9	9	13
YEL072W	10	10	10	10
YEL071W	227	209	209	227
YEL070W	9	6	6	9
YEL069C	2	11	11	2
YEL068C	16	18	18	16
YEL067C	8	16	16	8
YEL066W	29	33	33	29
YEL065W	99	113	113	99
YEL064C	24	26	26	24
YEL063C	84	105	105	84
YEL062W	20	24	24	20
YEL061C	22	31	31	22
YEL060C	604	673	673	604
YEL059C-A	19	9	9	19
YEL059W	4	5	5	4
YEL058W	286	295	295	286
YEL057C	2	6	6	2
YEL056W	94	83	83	94
YEL055C	66	72	72	66
snR80	0	0	0	0
YEL054C	714	639	639	714
YEL053W-A	558	489	489	558
YEL053C	35	38	38	35
YEL052W	103	120	120	103
YEL051W	254	220	220	254
YEL050W-A	7	7	7	7
YEL050C	58	72	72	58
snR67	1	0	0	1
snR53	0	0	0	0
tG(GCC)E	0	0	0	0
YEL049W	2	3	3	2
YEL048C	5	4	4	5
YEL047C	141	166	166	141
YEL046C	388	411	411	388
YEL045C	14	13	13	14
YEL044W	91	100	100	91
YEL043W	116	118	118	116
YEL042W	160	156	156	160
YEL041W	16	14	14	16
YEL040W	688	646	646	688
YEL039C	60	59	59	60
YEL038W	117	123	123	117
YEL037C	222	279	279	222
YEL036C	144	159	159	144
YEL035C	1	0	0	1
YEL034C-A	1333	1312	1312	1333
YEL034W	1283	1258	1258	1283
YEL033W	69	67	67	69
tS(AGA)E	0	0	0	0
YEL032W	92	86	86	92
YEL032C-A	3	3	3	3
YEL031W	412	392	392	412
YEL030C-A	2	0	0	2
YEL030W	20	20	20	20
YEL029C	22	20	20	22
YEL028W	7	11	11	7
tM(CAU)E	0	0	0	0
YEL027W	677	687	687	677
YEL026W	221	254	254	221
YEL025C	53	55	55	53
YEL024W	49	54	54	49
YEL023C	15	23	23	15
YEL022W	84	93	93	84
YEL021W	0	0	0	0
YEL020C-B	23	28	28	23
YEL020W-A	30	34	34	30
RPR1	3	4	4	3
YEL020C	63	73	73	63
YEL019C	3	3	3	3
YEL018C-A	24	40	40	24
YEL018W	34	54	54	34
YEL017C-A	165	177	177	165
YEL017W	49	58	58	49
YEL016C	35	48	48	35
YEL015W	96	117	117	96
YEL014C	3	2	2	3
YEL013W	89	74	74	89
tQ(UUG)E2	0	0	0	0
YEL012W	83	73	73	83
YEL011W	731	686	686	731
tK(CUU)E1	0	0	0	0
YEL010W	1	0	0	1
YEL009C-A	1	0	0	1
tR(UCU)E	0	0	0	0
YEL009C	826	868	868	826
YEL008W	2	2	2	2
YEL008C-A	0	2	2	0
YEL007W	118	123	123	118
YEL006W	47	36	36	47
YEL005C	14	20	20	14
YEL004W	10	11	11	10
YEL003W	27	24	24	27
YEL002C	140	179	179	140
YEL001C	137	152	152	137
YER001W	121	90	90	121
YER002W	67	76	76	67
YER003C	120	114	114	120
YER004W	168	160	160	168
YER005W	51	49	49	51
YER006W	103	89	89	103
YER006C-A	2	2	2	2
YER007W	5	4	4	5
YER007C-A	100	98	98	100
snR14	1	1	1	1
YER008C	81	100	100	81
YER009W	284	237	237	284
YER010C	60	57	57	60
YER011W	235	231	231	235
tE(UUC)E1	0	0	0	0
YER012W	187	207	207	187
YER013W	31	32	32	31
YER014W	56	46	46	56
YER014C-A	22	25	25	22
YER015W	23	32	32	23
YER016W	107	114	114	107
YER017C	127	112	112	127
YER018C	81	90	90	81
YER019W	187	159	159	187
YER019C-A	268	256	256	268
YER020W	235	225	225	235
YER021W	154	172	172	154
YER022W	42	46	46	42
YER023W	385	367	367	385
YER023C-A	112	114	114	112
YER024W	41	47	47	41
YER025W	348	326	326	348
tH(GUG)E1	0	0	0	0
YER026C	197	200	200	197
YER027C	111	105	105	111
YER028C	38	36	36	38
YER029C	34	35	35	34
YER030W	82	76	76	82
YER031C	191	248	248	191
YER032W	25	19	19	25
YER033C	31	43	43	31
YER034W	24	24	24	24
YER035W	55	56	56	55
YER036C	450	408	408	450
YER037W	55	54	54	55
YER038C	13	7	7	13
YER038W-A	11	9	9	11
YER039C	20	16	16	20
YER039C-A	7	5	5	7
YER040W	58	66	66	58
YER041W	37	21	21	37
YER042W	31	31	31	31
YER043C	1000	1005	1005	1000
YER044C	90	88	88	90
YER044C-A	2	0	0	2
YER045C	63	60	60	63
YER046W	25	20	20	25
YER046W-A	5	7	7	5
YER047C	51	46	46	51
YER048C	142	153	153	142
tQ(UUG)E1	0	0	0	0
YER048W-A	40	30	30	40
YER049W	92	69	69	92
YER050C	38	41	41	38
YER051W	29	16	16	29
YER052C	254	231	231	254
YER053C	250	236	236	250
YER053C-A	2	0	0	2
YER054C	54	57	57	54
YER055C	431	513	513	431
YER056C	394	392	392	394
YER056C-A	460	464	464	460
YER057C	187	209	209	187
YER058W	34	36	36	34
YER059W	61	72	72	61
YER060W	54	66	66	54
YER060W-A	14	17	17	14
YER061C	61	53	53	61
YER062C	229	242	242	229
YER063W	74	84	84	74
YER064C	195	244	244	195
YER065C	86	73	73	86
tS(UGA)E	0	0	0	0
YER066W	26	19	19	26
YER066C-A	208	230	230	208
YER067W	824	877	877	824
YER067C-A	665	700	700	665
YER068W	95	89	89	95
YER068C-A	4	2	2	4
YER069W	72	58	58	72
YER070W	89	113	113	89
YER071C	8	5	5	8
YER072W	403	428	428	403
YER073W	565	495	495	565
YER074W	1003	1040	1040	1003
YER074W-A	47	46	46	47
YER075C	18	17	17	18
tA(UGC)E	0	0	0	0
YER076C	34	48	48	34
YER076W-A	2	6	6	2
YER077C	30	23	23	30
YER078C	52	48	48	52
YER078W-A	0	0	0	0
YER079W	53	29	29	53
YER079C-A	14	9	9	14
YER080W	113	79	79	113
SRG1	19	18	18	19
YER081W	105	82	82	105
YER082C	54	45	45	54
YER083C	117	109	109	117
YER084W	3	7	7	3
YER084W-A	1	0	0	1
YER085C	1	0	0	1
YER086W	293	273	273	293
YER087W	46	47	47	46
YER087C-A	23	24	24	23
YER087C-B	51	60	60	51
YER088C	401	440	440	401
YER088C-A	47	52	52	47
YER088W-B	69	64	64	69
YER089C	299	334	334	299
YER090W	186	205	205	186
YER090C-A	6	8	8	6
YER091C	696	745	745	696
YER091C-A	0	0	0	0
YER092W	30	34	34	30
YER093C	56	52	52	56
YER093C-A	13	19	19	13
YER094C	385	386	386	385
YER095W	148	142	142	148
YER096W	5	5	5	5
tE(UUC)E2	0	0	0	0
YER097W	1	0	0	1
YER098W	41	46	46	41
YER099C	66	67	67	66
YER100W	87	79	79	87
YER101C	20	16	16	20
YER102W	273	304	304	273
YER103W	53	60	60	53
YER104W	8	13	13	8
YER105C	78	76	76	78
YER106W	0	3	3	0
YER107C	117	98	98	117
YER107W-A	18	13	13	18
YER109C	44	44	44	44
YER110C	195	169	169	195
YER111C	22	38	38	22
YER112W	68	91	91	68
YER113C	37	52	52	37
YER114C	74	89	89	74
YER115C	22	26	26	22
YER116C	40	53	53	40
YER117W	1029	1005	1005	1029
YER118C	51	64	64	51
YER119C	103	126	126	103
YER119C-A	47	47	47	47
YER120W	237	303	303	237
YER121W	7	12	12	7
YER122C	165	174	174	165
YER123W	45	44	44	45
YER124C	105	99	99	105
YER125W	209	236	236	209
YER126C	63	51	51	63
YER127W	19	26	26	19
YER128W	7	6	6	7
YER129W	95	97	97	95
YER130C	59	53	53	59
YER131W	822	835	835	822
snR4	6	4	4	6
YER132C	36	40	40	36
snR52	0	0	0	0
YER133W	136	143	143	136
tH(GUG)E2	0	1	1	0
tK(CUU)E2	0	0	0	0
YER133W-A	25	37	37	25
YER134C	40	56	56	40
YER135C	1	0	0	1
tV(AAC)E1	0	0	0	0
YER136W	259	241	241	259
YER137C	2	8	8	2
YER137W-A	1	6	6	1
SCR1	22	17	17	22
tI(AAU)E1	0	0	0	0
YER138C	0	2	2	0
YER137C-A	0	2	2	0
YER138W-A	1	1	1	1
YER139C	13	13	13	13
YER140W	25	27	27	25
YER141W	157	150	150	157
YER142C	24	34	34	24
YER143W	114	108	108	114
YER144C	103	83	83	103
YER145C	220	231	231	220
YER145C-A	56	70	70	56
YER146W	63	76	76	63
YER147C	47	50	50	47
YER147C-A	57	68	68	57
YER148W	77	100	100	77
YER148W-A	11	13	13	11
YER149C	18	19	19	18
YER150W	168	192	192	168
tV(AAC)E2	0	0	0	0
YER151C	74	93	93	74
YER152C	217	185	185	217
YER152W-A	55	37	37	55
YER153C	27	18	18	27
YER154W	110	124	124	110
YER155C	132	131	131	132
YER156C	176	160	160	176
YER157W	26	22	22	26
tE(UUC)E3	0	0	0	0
YER158C	27	37	37	27
YER158W-A	33	35	35	33
YER159C	105	95	95	105
tR(ACG)E	0	0	0	0
YER160C	0	2	2	0
YER159C-A	0	2	2	0
YER161C	79	80	80	79
YER162C	52	65	65	52
YER163C	90	83	83	90
YER164W	111	113	113	111
YER165W	635	595	595	635
YER165C-A	3	3	3	3
YER166W	173	190	190	173
YER167W	79	93	93	79
YER168C	41	31	31	41
YER169W	59	48	48	59
YER170W	29	20	20	29
YER171W	30	46	46	30
YER172C	63	76	76	63
YER172C-A	5	4	4	5
YER173W	25	23	23	25
YER174C	50	38	38	50
YER175C	40	30	30	40
YER175W-A	1	1	1	1
YER176W	88	80	80	88
YER177W	1116	1188	1188	1116
YER178W	579	551	551	579
YER179W	20	15	15	20
YER180C	12	18	18	12
YER180C-A	4	7	7	4
tI(AAU)E2	0	0	0	0
YER181C	1	1	1	1
YER182W	38	44	44	38
YER183C	39	33	33	39
YER184C	35	26	26	35
YER185W	2	2	2	2
YER186C	37	49	49	37
YER187W	17	12	12	17
YER188W	18	15	15	18
YER188C-A	1	1	1	1
YER189W	0	0	0	0
YER190W	0	3	3	0
YER190C-A	0	0	0	0
YER190C-B	0	0	0	0
YFL068W	0	0	0	0
YFL067W	1	1	1	1
YFL066C	0	2	2	0
YFL065C	0	0	0	0
YFL064C	0	0	0	0
YFL063W	0	0	0	0
YFL062W	1	0	0	1
YFL061W	0	0	0	0
YFL060C	0	1	1	0
YFL059W	6	1	1	6
YFL058W	0	0	0	0
YFL057C	15	8	8	15
YFL056C	7	12	12	7
YFL055W	16	18	18	16
YFL054C	94	69	69	94
YFL053W	20	16	16	20
YFL052W	24	21	21	24
YFL051C	8	8	8	8
YFL050C	27	31	31	27
YFL049W	54	40	40	54
YFL048C	102	94	94	102
YFL047W	28	35	35	28
YFL046W	31	31	31	31
YFL045C	306	318	318	306
YFL044C	44	60	60	44
YFL042C	151	144	144	151
YFL041W-A	5	7	7	5
YFL041W	93	98	98	93
YFL040W	11	11	11	11
YFL039C	2283	2134	2134	2283
YFL038C	599	591	591	599
YFL037W	437	520	520	437
RUF21	0	0	0	0
YFL036W	129	132	132	129
YFL034C-B	34	40	40	34
YFL034C-A	48	35	35	48
YFL034W	67	65	65	67
YFL033C	107	99	99	107
YFL032W	22	16	16	22
YFL031W	283	261	261	283
YFL031C-A	14	14	14	14
YFL030W	32	32	32	32
YFL029C	57	71	71	57
YFL028C	61	55	55	61
YFL027C	24	29	29	24
YFL026W	180	188	188	180
YFL025C	30	36	36	30
YFL024C	62	63	63	62
YFL023W	22	20	20	22
YFL022C	265	261	261	265
YFL021C-A	31	25	25	31
YFL021W	87	77	77	87
YFL020C	0	0	0	0
YFL019C	2	0	0	2
tP(UGG)F	0	0	0	0
YFL018C	371	383	383	371
YFL017W-A	18	20	20	18
YFL017C	37	35	35	37
YFL016C	183	158	158	183
YFL015W-A	0	0	0	0
YFL015C	0	0	0	0
YFL014W	6	7	7	6
YFL013W-A	45	41	41	45
YFL013C	90	92	92	90
YFL012W-A	6	6	6	6
YFL012W	1	0	0	1
YFL011W	1	4	4	1
YFL010W-A	149	146	146	149
YFL010C	352	322	322	352
YFL009W	52	48	48	52
YFL008W	37	36	36	37
YFL007W	157	155	155	157
YFL005W	205	207	207	205
RUF20	4	4	4	4
YFL004W	175	164	164	175
YFL003C	2	4	4	2
tN(GUU)F	0	0	0	0
YFL002W-A	0	0	0	0
YFL002W-B	0	0	0	0
YFL002C	33	24	24	33
YFL001W	13	35	35	13
YFR001W	33	29	29	33
YFR002W	69	76	76	69
YFR003C	60	68	68	60
YFR004W	288	274	274	288
YFR005C	22	15	15	22
YFR006W	91	115	115	91
tF(GAA)F	0	0	0	0
YFR007W	31	22	22	31
YFR008W	13	19	19	13
tG(GCC)F1	0	0	0	0
YFR009W	179	222	222	179
YFR009W-A	18	36	36	18
YFR010W	132	141	141	132
YFR010W-A	11	7	7	11
YFR011C	37	34	34	37
tY(GUA)F1	0	0	0	0
YFR012W	2	0	0	2
YFR012W-A	0	0	0	0
YFR013W	72	62	62	72
YFR014C	148	151	151	148
YFR015C	1195	1223	1223	1195
YFR016C	99	125	125	99
tG(GCC)F2	0	0	0	0
YFR017C	217	216	216	217
YFR018C	148	154	154	148
YFR019W	52	72	72	52
tS(GCU)F	0	0	0	0
YFR020W	39	44	44	39
YFR021W	65	57	57	65
YFR022W	45	25	25	45
RUF22	0	0	0	0
YFR023W	1	1	1	1
YFR024C-A	229	246	246	229
YFR025C	57	66	66	57
tA(AGC)F	0	0	0	0
YFR026C	8	7	7	8
YFR027W	21	17	17	21
YFR028C	70	52	52	70
tY(GUA)F2	0	0	0	0
YFR029W	56	50	50	56
YFR030W	74	57	57	74
YFR031C	46	37	37	46
YFR031C-A	1227	1236	1236	1227
RUF23	0	1	1	0
YFR032C	1	2	2	1
YFR032C-A	720	727	727	720
YFR032C-B	75	81	81	75
YFR033C	194	157	157	194
YFR034C	59	62	62	59
YFR034W-A	7	7	7	7
YFR035C	26	16	16	26
tK(CUU)F	0	0	0	0
YFR036W	12	17	17	12
YFR036W-A	172	184	184	172
YFR037C	292	307	307	292
YFR038W	39	40	40	39
YFR039C	46	53	53	46
YFR040W	149	156	156	149
YFR041C	40	51	51	40
YFR042W	26	22	22	26
YFR043C	7	14	14	7
YFR044C	260	302	302	260
YFR045W	34	42	42	34
YFR046C	28	22	22	28
YFR047C	135	138	138	135
YFR048W	34	40	40	34
YFR049W	65	54	54	65
YFR050C	226	231	231	226
YFR051C	257	298	298	257
YFR052W	122	105	105	122
YFR052C-A	344	393	393	344
YFR053C	1797	1875	1875	1797
YFR054C	2	2	2	2
YFR056C	11	15	15	11
YFR055W	166	209	209	166
YFR057W	0	0	0	0
YGL263W	8	4	4	8
YGL262W	1	0	0	1
YGL261C	1	0	0	1
YGL260W	0	0	0	0
YGL259W	4	4	4	4
YGL258W-A	1	3	3	1
YGL258W	0	3	3	0
YGL257C	59	52	52	59
YGL256W	55	66	66	55
YGL255W	127	121	121	127
YGL254W	27	25	25	27
YGL253W	2620	2804	2804	2620
YGL252C	144	178	178	144
YGL251C	16	16	16	16
YGL250W	29	36	36	29
YGL249W	4	8	8	4
YGL248W	81	96	96	81
YGL247W	14	9	9	14
YGL246C	40	44	44	40
YGL245W	700	720	720	700
YGL244W	141	106	106	141
YGL243W	18	8	8	18
YGL242C	51	67	67	51
YGL241W	61	48	48	61
YGL240W	8	7	7	8
YGL239C	8	6	6	8
YGL238W	84	87	87	84
YGL237C	51	52	52	51
YGL236C	63	48	48	63
YGL235W	17	11	11	17
YGL234W	693	688	688	693
YGL233W	57	54	54	57
YGL232W	41	38	38	41
YGL231C	118	117	117	118
YGL230C	2	2	2	2
YGL229C	23	34	34	23
YGL228W	177	190	190	177
YGL227W	117	134	134	117
YGL226C-A	59	62	62	59
YGL226W	27	33	33	27
tV(AAC)G3	0	0	0	0
YGL225W	212	226	226	212
YGL224C	66	74	74	66
YGL223C	38	37	37	38
YGL222C	15	14	14	15
YGL221C	136	126	126	136
YGL220W	100	94	94	100
YGL219C	87	71	71	87
YGL218W	26	25	25	26
YGL217C	7	2	2	7
YGL216W	48	42	42	48
YGL215W	128	155	155	128
YGL214W	30	23	23	30
YGL213C	73	58	58	73
YGL212W	17	27	27	17
YGL211W	55	74	74	55
YGL210W	50	46	46	50
YGL209W	199	202	202	199
YGL208W	45	52	52	45
YGL207W	177	163	163	177
YGL206C	179	209	209	179
YGL205W	18	15	15	18
tH(GUG)G1	1	0	0	1
YGL204C	8	8	8	8
YGL203C	114	118	118	114
tK(UUU)G1	0	0	0	0
YGL202W	392	397	397	392
YGL201C	73	60	60	73
tK(CUU)G1	0	0	0	0
YGL200C	312	344	344	312
YGL199C	140	137	137	140
YGL198W	203	203	203	203
YGL197W	126	116	116	126
YGL196W	120	113	113	120
YGL195W	329	360	360	329
YGL194C-A	3	6	6	3
YGL194C	14	14	14	14
YGL193C	18	11	11	18
YGL192W	69	66	66	69
YGL191W	86	75	75	86
YGL190C	124	117	117	124
YGL189C	966	1008	1008	966
YGL188C-A	0	0	0	0
YGL188C	3	5	5	3
YGL187C	69	65	65	69
YGL186C	166	153	153	166
YGL185C	14	20	20	14
YGL184C	27	29	29	27
YGL183C	0	1	1	0
YGL182C	1	0	0	1
YGL181W	174	182	182	174
YGL180W	36	37	37	36
YGL179C	37	45	45	37
YGL178W	40	39	39	40
YGL177W	1	1	1	1
YGL176C	17	27	27	17
YGL175C	7	8	8	7
YGL174W	10	15	15	10
YGL173C	304	332	332	304
YGL172W	87	107	107	87
YGL171W	13	24	24	13
YGL170C	2	0	0	2
tK(CUU)G2	0	0	0	0
YGL169W	23	39	39	23
YGL168W	60	45	45	60
YGL167C	257	203	203	257
YGL166W	69	70	70	69
YGL165C	45	50	50	45
YGL164C	46	56	56	46
YGL163C	43	59	59	43
YGL162W	59	77	77	59
YGL161C	179	164	164	179
YGL160W	37	43	43	37
YGL159W	23	20	20	23
tL(CAA)G1	0	0	0	0
YGL158W	26	21	21	26
YGL157W	108	98	98	108
YGL156W	55	43	43	55
YGL155W	48	28	28	48
YGL154C	16	26	26	16
YGL153W	35	27	27	35
YGL152C	26	19	19	26
YGL151W	72	69	69	72
YGL150C	177	144	144	177
YGL149W	2	2	2	2
YGL148W	589	607	607	589
YGL147C	1389	1433	1433	1389
YGL146C	12	6	6	12
YGL145W	28	26	26	28
YGL144C	21	23	23	21
YGL143C	32	31	31	32
YGL142C	35	39	39	35
YGL141W	39	49	49	39
YGL140C	86	102	102	86
YGL139W	61	60	60	61
YGL138C	0	0	0	0
YGL137W	300	304	304	300
YGL136C	17	25	25	17
YGL135W	396	441	441	396
YGL134W	29	34	34	29
YGL133W	62	54	54	62
YGL132W	6	7	7	6
YGL131C	47	40	40	47
YGL130W	41	65	65	41
YGL129C	58	48	48	58
YGL128C	25	23	23	25
YGL127C	28	22	22	28
YGL126W	236	225	225	236
YGL125W	105	115	115	105
YGL124C	30	34	34	30
YGL123W	3141	3048	3048	3141
YGL123C-A	879	835	835	879
YGL122C	254	254	254	254
YGL121C	14	10	10	14
YGL120C	108	112	112	108
YGL119W	30	24	24	30
tW(CCA)G1	0	0	0	0
YGL118C	2	0	0	2
YGL117W	56	57	57	56
YGL116W	50	40	40	50
YGL115W	106	95	95	106
YGL114W	57	71	71	57
YGL113W	24	21	21	24
YGL112C	44	47	47	44
YGL111W	43	48	48	43
YGL110C	32	34	34	32
YGL109W	9	9	9	9
YGL108C	13	14	14	13
YGL107C	57	34	34	57
YGL106W	220	223	223	220
YGL105W	484	466	466	484
YGL104C	39	38	38	39
YGL103W	2068	1991	1991	2068
YGL102C	1824	1763	1763	1824
YGL101W	27	27	27	27
YGL100W	80	71	71	80
YGL099W	64	54	54	64
snR82	4	10	10	4
YGL098W	27	39	39	27
tH(GUG)G2	0	0	0	0
YGL097W	150	132	132	150
YGL096W	14	12	12	14
tE(UUC)G1	0	0	0	0
YGL095C	68	61	61	68
YGL094C	62	65	65	62
YGL093W	60	53	53	60
YGL092W	78	94	94	78
YGL091C	40	23	23	40
YGL090W	12	21	21	12
YGL089C	6	9	9	6
YGL088W	5	9	9	5
snR10	11	13	13	11
YGL087C	30	50	50	30
YGL086W	49	53	53	49
YGL085W	21	15	15	21
YGL084C	73	75	75	73
YGL083W	38	38	38	38
YGL082W	109	80	80	109
YGL081W	1	14	14	1
YGL080W	42	36	36	42
YGL079W	22	17	17	22
YGL078C	101	110	110	101
YGL077C	198	192	192	198
YGL076C	915	944	944	915
snR39	1	0	0	1
snR39B	0	1	1	0
YGL075C	14	11	11	14
YGL074C	18	14	14	18
YGL073W	137	130	130	137
YGL072C	30	30	30	30
YGL071W	60	47	47	60
YGL070C	30	31	31	30
YGL069C	95	104	104	95
YGL068W	121	124	124	121
YGL067W	49	52	52	49
YGL066W	74	56	56	74
YGL065C	31	30	30	31
YGL064C	14	17	17	14
YGL063W	44	34	34	44
YGL063C-A	9	3	3	9
YGL062W	149	178	178	149
YGL061C	17	7	7	17
YGL060W	23	32	32	23
YGL059W	39	44	44	39
YGL058W	40	44	44	40
YGL057C	9	10	10	9
YGL056C	90	76	76	90
YGL055W	939	943	943	939
YGL054C	73	79	79	73
tE(UUC)G2	0	0	0	0
YGL053W	22	21	21	22
YGL052W	6	7	7	6
YGL051W	7	8	8	7
tR(UCU)G1	0	0	0	0
YGL050W	38	22	22	38
YGL049C	153	118	118	153
YGL048C	293	323	323	293
YGL047W	47	49	49	47
tV(AAC)G1	0	0	0	0
YGL045W	26	32	32	26
YGL044C	50	57	57	50
YGL043W	84	71	71	84
YGL042C	20	30	30	20
YGL041C-B	2	6	6	2
YGL041W-A	16	28	28	16
YGL041C	11	17	17	11
YGL040C	207	177	177	207
tL(CAA)G2	0	0	0	0
YGL039W	72	76	76	72
YGL038C	99	107	107	99
YGL037C	1137	1162	1162	1137
YGL036W	105	114	114	105
YGL035C	124	169	169	124
YGL034C	3	0	0	3
YGL033W	2	0	0	2
YGL032C	17	24	24	17
YGL031C	595	586	586	595
YGL030W	2450	2585	2585	2450
YGL029W	21	25	25	21
tF(GAA)G	0	0	0	0
YGL028C	112	131	131	112
YGL027C	168	170	170	168
YGL026C	399	421	421	399
YGL025C	64	65	65	64
YGL024W	12	18	18	12
YGL023C	195	195	195	195
YGL022W	454	431	431	454
YGL021W	32	30	30	32
YGL020C	89	69	69	89
YGL019W	162	163	163	162
YGL018C	17	25	25	17
YGL017W	41	49	49	41
YGL016W	35	31	31	35
YGL015C	1	0	0	1
YGL014W	114	128	128	114
YGL014C-A	6	5	5	6
YGL013C	39	49	49	39
YGL012W	437	434	434	437
YGL011C	276	279	279	276
YGL010W	23	17	17	23
YGL009C	325	325	325	325
YGL008C	2941	3008	3008	2941
YGL007C-A	0	0	0	0
YGL007W	1	3	3	1
YGL006W-A	2	0	0	2
YGL006W	267	276	276	267
YGL005C	37	20	20	37
YGL004C	37	36	36	37
YGL003C	73	75	75	73
YGL002W	44	37	37	44
YGL001C	152	174	174	152
YGR001C	42	47	47	42
YGR002C	20	18	18	20
YGR003W	10	15	15	10
YGR004W	28	28	28	28
YGR005C	129	144	144	129
YGR006W	13	13	13	13
YGR007W	101	105	105	101
YGR008C	429	491	491	429
YGR009C	101	130	130	101
YGR010W	49	54	54	49
YGR011W	20	22	22	20
YGR012W	32	40	40	32
YGR013W	53	61	61	53
YGR014W	121	120	120	121
YGR015C	18	11	11	18
YGR016W	4	9	9	4
YGR017W	149	124	124	149
YGR018C	90	71	71	90
YGR019W	152	158	158	152
YGR020C	184	200	200	184
YGR021W	72	57	57	72
YGR022C	12	20	20	12
YGR023W	66	81	81	66
tD(GUC)G1	0	0	0	0
YGR024C	49	52	52	49
YGR025W	0	1	1	0
YGR026W	111	122	122	111
YGR027C	1053	1096	1096	1053
YGR027W-B	0	0	0	0
YGR027W-A	0	0	0	0
tE(UUC)G3	0	0	0	0
YGR028W	51	52	52	51
YGR029W	66	51	51	66
tD(GUC)G2	0	0	0	0
snR46	3	3	3	3
YGR030C	6	6	6	6
YGR031W	83	90	90	83
YGR031C-A	39	40	40	39
YGR032W	276	300	300	276
YGR033C	39	44	44	39
YGR034W	1098	1054	1054	1098
YGR035C	65	35	35	65
YGR035W-A	3	5	5	3
YGR036C	25	20	20	25
YGR037C	192	234	234	192
YGR038W	33	36	36	33
tS(AGA)G	0	0	0	0
YGR038C-B	0	8	8	0
YGR038C-A	0	1	1	0
YGR039W	0	1	1	0
YGR040W	27	39	39	27
YGR041W	57	62	62	57
YGR042W	44	42	42	44
YGR043C	16	17	17	16
YGR044C	78	80	80	78
YGR045C	1	0	0	1
YGR046W	40	37	37	40
YGR047C	31	21	21	31
YGR048W	60	69	69	60
YGR049W	40	38	38	40
YGR050C	9	10	10	9
YGR051C	6	11	11	6
YGR052W	20	17	17	20
YGR053C	8	14	14	8
YGR054W	138	134	134	138
YGR055W	275	284	284	275
YGR056W	39	44	44	39
YGR057C	12	15	15	12
YGR058W	16	21	21	16
YGR059W	1	2	2	1
snR48	1	0	0	1
YGR060W	338	347	347	338
YGR061C	648	697	697	648
YGR062C	31	33	33	31
YGR063C	76	81	81	76
YGR064W	45	56	56	45
YGR065C	52	44	44	52
YGR066C	12	6	6	12
YGR067C	7	13	13	7
YGR068C	48	61	61	48
YGR068W-A	5	6	6	5
YGR069W	0	1	1	0
YGR070W	88	79	79	88
YGR071C	27	27	27	27
YGR072W	39	28	28	39
YGR073C	38	37	37	38
YGR074W	55	45	45	55
YGR075C	24	26	26	24
YGR076C	16	28	28	16
YGR077C	48	29	29	48
YGR078C	41	30	30	41
YGR079W	12	16	16	12
YGR080W	83	68	68	83
YGR081C	17	12	12	17
