Geneid;ERR458493;ERR458494;;;;
YIL051C;462;445;;;;
YIL050W;66;58;;;;
YIL049W;18;21;;;;
YIL048W;73;76;;;;
YIL047C-A;41;44;;;;
YIL047C;115;128;;;;
YIL046W-A;2;0;;;;
YIL046W;63;82;;;;
YIL045W;45;48;;;;
YIL044C;54;42;;;;
YIL043C;391;377;;;;
YIL042C;75;82;;;;
YIL041W;274;277;;;;
YIL040W;36;34;;;;
YIL039W;113;110;;;;
YIL038C;73;79;;;;
YIL037C;8;6;;;;
YIL036W;147;105;;;;
YIL035C;57;69;;;;
YIL034C;134;137;;;;
YIL033C;297;260;;;;
YIL032C;1;0;;;;
YIL031W;42;60;;;;
YIL030W-A;5;9;;;;
YIL030C;145;143;;;;
YIL029W-A;6;2;;;;
tK(CUU)I;0;0;;;;
YIL029C;6;8;;;;
YIL028W;13;17;;;;
YIL027C;35;30;;;;
YIL026C;27;23;;;;
YIL025C;0;0;;;;
YIL024C;14;15;;;;
YIL023C;100;125;;;;
YIL022W;161;175;;;;
YIL021W;115;135;;;;
YIL021C-A;39;41;;;;
YIL020C-A;50;53;;;;
YIL020C;31;23;;;;
YIL019W;28;32;;;;
YIL018W;64;87;;;;
YIL018W;2120;2190;;;;
YIL017C;118;136;;;;
YIL016W;69;62;;;;
YIL015W;39;36;;;;
tD(GUC)I1;0;0;;;;
YIL014C-A;5;6;;;;
tT(AGU)I2;0;0;;;;
YIL014W;48;62;;;;
YIL013C;28;38;;;;
YIL012W;1;1;;;;
YIL011W;39;50;;;;
YIL010W;37;42;;;;
YIL009C-A;12;11;;;;
YIL009C-A;10;8;;;;
tD(GUC)I2;0;0;;;;
YIL009W;35;45;;;;
YIL008W;33;38;;;;
YIL007C;49;39;;;;
YIL006W;23;15;;;;
YIL005W;65;71;;;;
YIL004C;23;30;;;;
YIL004C;3;1;;;;
YIL003W;28;24;;;;
YIL002W-A;35;23;;;;
YIL002C;59;50;;;;
YIL001W;8;10;;;;
YIR001C;32;24;;;;
YIR002C;55;42;;;;
YIR003W;142;116;;;;
YIR004W;115;71;;;;
YIR005W;3;4;;;;
YIR006C;321;383;;;;
tE(UUC)I;0;0;;;;
YIR007W;49;53;;;;
YIR008C;34;25;;;;
YIR009W;14;13;;;;
YIR010W;32;37;;;;
YIR011C;76;86;;;;
YIR012W;121;111;;;;
YIR013C;0;1;;;;
YIR014W;8;4;;;;
YIR015W;20;9;;;;
YIR016W;145;119;;;;
YIR017C;23;29;;;;
YIR017W-A;24;28;;;;
YIR018W;12;10;;;;
YIR018C-A;3;1;;;;
YIR019C;22;25;;;;
ICR1;22;21;;;;
YIR020C;5;5;;;;
YIR020W-A;0;1;;;;
PWR1;5;3;;;;
YIR020C-B;18;11;;;;
YIR021W;38;31;;;;
YIR021W-A;7;5;;;;
YIR022W;92;98;;;;
YIR023W;40;54;;;;
YIR023C-A;4;12;;;;
YIR024C;15;23;;;;
YIR025W;37;30;;;;
YIR026C;77;83;;;;
YIR027C;4;3;;;;
YIR028W;10;6;;;;
YIR029W;29;27;;;;
YIR030C;3;3;;;;
YIR030W-A;5;5;;;;
YIR031C;29;29;;;;
YIR032C;0;3;;;;
YIR033W;162;155;;;;
YIR034C;108;124;;;;
YIR035C;154;148;;;;
YIR036C;128;126;;;;
YIR036W-A;27;26;;;;
YIR037W;123;115;;;;
YIR038C;88;89;;;;
YIR039C;28;33;;;;
YIR040C;1;1;;;;
YIR041W;0;1;;;;
YIR042C;12;9;;;;
YIR043C;2;0;;;;
YIR044C;0;0;;;;
tP(UGG)Q;0;0;;;;
Q0010;0;0;;;;
Q0017;0;0;;;;
15S_rRNA;2;0;;;;
tW(UCA)Q;0;0;;;;
Q0032;0;0;;;;
Q0070;0;0;;;;
Q0055;0;0;;;;
Q0060;0;0;;;;
Q0065;0;0;;;;
Q0045;0;0;;;;
Q0050;0;0;;;;
Q0070;0;0;;;;
Q0060;0;0;;;;
Q0065;0;0;;;;
Q0045;0;0;;;;
Q0055;0;0;;;;
Q0070;0;0;;;;
Q0065;0;0;;;;
Q0045;0;0;;;;
Q0060;0;0;;;;
Q0070;0;0;;;;
Q0045;0;0;;;;
Q0065;0;0;;;;
Q0045;0;0;;;;
Q0070;0;0;;;;
Q0045;0;0;;;;
Q0075;0;0;;;;
Q0075;0;0;;;;
Q0045;0;0;;;;
Q0045;0;0;;;;
Q0080;0;0;;;;
Q0085;0;0;;;;
Q0092;0;0;;;;
tE(UUC)Q;0;0;;;;
Q0115;0;0;;;;
Q0105;0;0;;;;
Q0120;0;0;;;;
Q0110;0;0;;;;
Q0115;0;0;;;;
Q0105;0;0;;;;
Q0120;0;0;;;;
Q0110;0;0;;;;
Q0105;0;0;;;;
Q0120;0;0;;;;
Q0115;0;0;;;;
Q0105;0;0;;;;
Q0120;0;0;;;;
Q0105;0;0;;;;
Q0105;0;0;;;;
Q0130;0;0;;;;
tS(UGA)Q2;0;0;;;;
Q0140;0;0;;;;
Q0142;0;0;;;;
Q0143;0;0;;;;
Q0144;0;0;;;;
21S_rRNA;1;3;;;;
Q0160;0;0;;;;
21S_rRNA;2;2;;;;
tT(UGU)Q1;0;0;;;;
tC(GCA)Q;0;0;;;;
tH(GUG)Q;0;0;;;;
Q0182;0;0;;;;
tL(UAA)Q;0;0;;;;
tQ(UUG)Q;0;0;;;;
tK(UUU)Q;0;0;;;;
tR(UCU)Q1;0;0;;;;
tG(UCC)Q;0;0;;;;
tD(GUC)Q;0;0;;;;
tS(GCU)Q1;0;0;;;;
tR(ACG)Q2;0;0;;;;
tA(UGC)Q;0;0;;;;
tI(GAU)Q;0;0;;;;
tY(GUA)Q;0;0;;;;
tN(GUU)Q;0;0;;;;
tM(CAU)Q1;0;0;;;;
Q0250;0;0;;;;
Q0255;0;0;;;;
Q0255;0;0;;;;
Q0255;0;0;;;;
tF(GAA)Q;0;0;;;;
tT(XXX)Q2;0;0;;;;
tV(UAC)Q;0;0;;;;
Q0275;0;0;;;;
tM(CAU)Q2;0;0;;;;
RPM1;0;0;;;;
Q0297;0;0;;;;
YEL077C;16;14;;;;
YEL077W-A;2;2;;;;
YEL076C-A;0;0;;;;
YEL076C;1;0;;;;
YEL076C-A;1;0;;;;
YEL075W-A;1;0;;;;
YEL075C;0;0;;;;
YEL074W;1;0;;;;
YEL073C;9;13;;;;
YEL072W;10;10;;;;
YEL071W;209;227;;;;
YEL070W;6;9;;;;
YEL069C;11;2;;;;
YEL068C;18;16;;;;
YEL067C;16;8;;;;
YEL066W;33;29;;;;
YEL065W;113;99;;;;
YEL064C;26;24;;;;
YEL063C;105;84;;;;
YEL062W;24;20;;;;
YEL061C;31;22;;;;
YEL060C;673;604;;;;
YEL059C-A;9;19;;;;
YEL059W;5;4;;;;
YEL058W;295;286;;;;
YEL057C;6;2;;;;
YEL056W;83;94;;;;
YEL055C;72;66;;;;
snR80;0;0;;;;
YEL054C;639;714;;;;
YEL053W-A;489;558;;;;
YEL053C;38;35;;;;
YEL052W;120;103;;;;
YEL051W;220;254;;;;
YEL050W-A;7;7;;;;
YEL050C;72;58;;;;
snR67;0;1;;;;
snR53;0;0;;;;
tG(GCC)E;0;0;;;;
YEL049W;3;2;;;;
YEL048C;4;5;;;;
YEL047C;166;141;;;;
YEL046C;411;388;;;;
YEL045C;13;14;;;;
YEL044W;100;91;;;;
YEL043W;118;116;;;;
YEL042W;156;160;;;;
YEL041W;14;16;;;;
YEL040W;646;688;;;;
YEL039C;59;60;;;;
YEL038W;123;117;;;;
YEL037C;279;222;;;;
YEL036C;159;144;;;;
YEL035C;0;1;;;;
YEL034C-A;1312;1333;;;;
YEL034W;1258;1283;;;;
YEL033W;67;69;;;;
tS(AGA)E;0;0;;;;
YEL032W;86;92;;;;
YEL032C-A;3;3;;;;
YEL031W;392;412;;;;
YEL030C-A;0;2;;;;
YEL030W;20;20;;;;
YEL029C;20;22;;;;
YEL028W;11;7;;;;
tM(CAU)E;0;0;;;;
YEL027W;687;677;;;;
YEL026W;254;221;;;;
YEL025C;55;53;;;;
YEL024W;54;49;;;;
YEL023C;23;15;;;;
YEL022W;93;84;;;;
YEL021W;0;0;;;;
YEL020C-B;28;23;;;;
YEL020W-A;34;30;;;;
RPR1;4;3;;;;
YEL020C;73;63;;;;
YEL019C;3;3;;;;
YEL018C-A;40;24;;;;
YEL018W;54;34;;;;
YEL017C-A;177;165;;;;
YEL017W;58;49;;;;
YEL016C;48;35;;;;
YEL015W;117;96;;;;
YEL014C;2;3;;;;
YEL013W;74;89;;;;
tQ(UUG)E2;0;0;;;;
YEL012W;4;4;;;;
YEL012W;69;79;;;;
YEL011W;686;731;;;;
tK(CUU)E1;0;0;;;;
YEL010W;0;1;;;;
YEL009C-A;0;1;;;;
tR(UCU)E;0;0;;;;
YEL009C;868;826;;;;
YEL008W;2;2;;;;
YEL008C-A;2;0;;;;
YEL007W;123;118;;;;
YEL006W;36;47;;;;
YEL005C;20;14;;;;
YEL004W;11;10;;;;
YEL003W;2;3;;;;
YEL003W;22;24;;;;
YEL002C;179;140;;;;
YEL001C;152;137;;;;
YER001W;90;121;;;;
YER002W;76;67;;;;
YER003C;111;119;;;;
YER003C;3;1;;;;
YER004W;160;168;;;;
YER005W;49;51;;;;
YER006W;89;103;;;;
YER006C-A;2;2;;;;
YER007W;4;5;;;;
YER007C-A;94;93;;;;
YER007C-A;4;7;;;;
snR14;1;1;;;;
YER008C;100;81;;;;
YER009W;237;284;;;;
YER010C;57;60;;;;
YER011W;231;235;;;;
tE(UUC)E1;0;0;;;;
YER012W;207;187;;;;
YER013W;32;31;;;;
YER014W;46;56;;;;
YER014C-A;24;22;;;;
YER015W;32;23;;;;
YER014C-A;1;0;;;;
YER016W;114;107;;;;
YER017C;112;127;;;;
YER018C;90;81;;;;
YER019W;159;187;;;;
YER019C-A;256;268;;;;
YER020W;225;235;;;;
YER021W;172;154;;;;
YER022W;46;42;;;;
YER023W;367;385;;;;
YER023C-A;114;112;;;;
YER024W;47;41;;;;
YER025W;326;348;;;;
tH(GUG)E1;0;0;;;;
YER026C;200;197;;;;
YER027C;105;111;;;;
YER028C;36;38;;;;
YER029C;35;34;;;;
YER030W;76;82;;;;
YER031C;248;191;;;;
YER032W;19;25;;;;
YER033C;43;31;;;;
YER034W;24;24;;;;
YER035W;56;55;;;;
YER036C;408;450;;;;
YER037W;54;55;;;;
YER038C;7;13;;;;
YER038W-A;9;11;;;;
YER039C;16;20;;;;
YER039C-A;5;7;;;;
YER040W;66;58;;;;
YER041W;21;37;;;;
YER042W;31;31;;;;
YER043C;1005;1000;;;;
YER044C;88;90;;;;
YER044C-A;0;2;;;;
YER044C-A;0;0;;;;
YER045C;60;63;;;;
YER046W;20;25;;;;
YER046W-A;7;5;;;;
YER047C;46;51;;;;
YER048C;153;142;;;;
tQ(UUG)E1;0;0;;;;
YER048W-A;30;40;;;;
YER049W;69;92;;;;
YER050C;41;38;;;;
YER051W;16;29;;;;
YER052C;231;254;;;;
YER053C;236;250;;;;
YER053C-A;0;2;;;;
YER054C;57;54;;;;
YER055C;513;431;;;;
YER056C;392;394;;;;
YER056C-A;444;445;;;;
YER056C-A;20;15;;;;
YER057C;209;187;;;;
YER058W;36;34;;;;
YER059W;72;61;;;;
YER060W;66;54;;;;
YER060W-A;17;14;;;;
YER061C;53;61;;;;
YER062C;242;229;;;;
YER063W;84;74;;;;
YER064C;244;195;;;;
YER065C;73;86;;;;
tS(UGA)E;0;0;;;;
YER066W;19;26;;;;
YER066C-A;230;208;;;;
YER067W;877;824;;;;
YER067C-A;700;665;;;;
YER068W;89;95;;;;
YER068C-A;2;4;;;;
YER069W;58;72;;;;
YER070W;113;89;;;;
YER071C;5;8;;;;
YER072W;428;403;;;;
YER073W;495;565;;;;
YER074W;145;130;;;;
YER074W;895;873;;;;
YER074W-A;18;15;;;;
YER074W-A;21;22;;;;
YER074W-A;7;10;;;;
YER075C;17;18;;;;
tA(UGC)E;0;0;;;;
YER076C;48;34;;;;
YER076W-A;6;2;;;;
YER077C;23;30;;;;
YER078C;48;52;;;;
YER078W-A;0;0;;;;
YER079W;29;53;;;;
YER079C-A;9;14;;;;
YER080W;79;113;;;;
1,00 SRG;18;19;;;;
YER081W;82;105;;;;
YER082C;45;54;;;;
YER083C;109;117;;;;
YER084W;7;3;;;;
YER084W-A;0;1;;;;
YER085C;0;1;;;;
YER086W;273;293;;;;
YER087W;47;46;;;;
YER087C-A;24;23;;;;
YER087C-B;60;51;;;;
YER088C;440;401;;;;
YER088C-A;52;47;;;;
YER088W-B;64;69;;;;
YER089C;334;299;;;;
YER090W;205;186;;;;
YER090C-A;8;6;;;;
YER091C;745;696;;;;
YER091C-A;0;0;;;;
YER092W;34;30;;;;
YER093C;52;56;;;;
YER093C-A;16;12;;;;
YER093C-A;3;1;;;;
YER094C;386;385;;;;
YER095W;142;148;;;;
YER096W;5;5;;;;
tE(UUC)E2;0;0;;;;
YER097W;0;1;;;;
YER098W;46;41;;;;
YER099C;67;66;;;;
YER100W;79;87;;;;
YER101C;16;20;;;;
YER102W;304;273;;;;
YER103W;60;53;;;;
YER104W;13;8;;;;
YER105C;76;78;;;;
YER106W;3;0;;;;
YER107C;98;117;;;;
YER107W-A;13;18;;;;
YER109C;44;44;;;;
YER110C;169;195;;;;
YER111C;38;22;;;;
YER112W;91;68;;;;
YER113C;52;37;;;;
YER114C;89;74;;;;
YER115C;26;22;;;;
YER116C;53;40;;;;
YER117W;146;159;;;;
YER117W;859;870;;;;
YER118C;64;51;;;;
YER119C;126;103;;;;
YER119C-A;47;47;;;;
YER120W;303;237;;;;
YER121W;12;7;;;;
YER122C;174;165;;;;
YER123W;44;45;;;;
YER124C;99;105;;;;
YER125W;236;209;;;;
YER126C;51;63;;;;
YER127W;26;19;;;;
YER128W;6;7;;;;
YER129W;97;95;;;;
YER130C;53;59;;;;
YER131W;835;822;;;;
snR4;4;6;;;;
YER132C;40;36;;;;
snR52;0;0;;;;
YER133W;45;29;;;;
YER133W;98;107;;;;
tH(GUG)E2;1;0;;;;
tK(CUU)E2;0;0;;;;
YER133W-A;37;25;;;;
YER134C;56;40;;;;
YER135C;0;1;;;;
tV(AAC)E1;0;0;;;;
YER136W;241;259;;;;
YER137C;8;2;;;;
YER137W-A;6;1;;;;
1,00 SCR;17;22;;;;
tI(AAU)E1;0;0;;;;
YER138C;0;0;;;;
YER137C-A;2;0;;;;
YER138C;2;0;;;;
YER138W-A;1;1;;;;
YER139C;13;13;;;;
YER140W;27;25;;;;
YER141W;150;157;;;;
YER142C;34;24;;;;
YER143W;108;114;;;;
YER144C;83;103;;;;
YER145C;231;220;;;;
YER145C-A;70;56;;;;
YER146W;76;63;;;;
YER147C;50;47;;;;
YER147C-A;68;57;;;;
YER148W;100;77;;;;
YER148W-A;13;11;;;;
YER149C;19;18;;;;
YER150W;192;168;;;;
tV(AAC)E2;0;0;;;;
YER151C;93;74;;;;
YER152C;185;217;;;;
YER152W-A;37;55;;;;
YER153C;18;27;;;;
YER154W;124;110;;;;
YER155C;131;132;;;;
YER156C;160;176;;;;
YER157W;22;26;;;;
tE(UUC)E3;0;0;;;;
YER158C;37;27;;;;
YER158W-A;35;33;;;;
YER159C;95;105;;;;
tR(ACG)E;0;0;;;;
YER160C;0;0;;;;
YER159C-A;2;0;;;;
YER160C;2;0;;;;
YER161C;80;79;;;;
YER162C;65;52;;;;
YER163C;83;90;;;;
YER164W;113;111;;;;
YER165W;595;635;;;;
YER165C-A;3;3;;;;
YER166W;190;173;;;;
YER167W;93;79;;;;
YER168C;31;41;;;;
YER169W;48;59;;;;
YER170W;20;29;;;;
YER171W;46;30;;;;
YER172C;76;63;;;;
YER172C-A;4;5;;;;
YER173W;23;25;;;;
YER174C;38;50;;;;
YER175C;30;40;;;;
YER175W-A;1;1;;;;
YER176W;80;88;;;;
YER177W;1188;1116;;;;
YER178W;551;579;;;;
YER179W;1;0;;;;
YER179W;14;20;;;;
YER180C;18;12;;;;
YER180C-A;7;4;;;;
tI(AAU)E2;0;0;;;;
YER181C;1;1;;;;
YER182W;44;38;;;;
YER183C;33;39;;;;
YER184C;26;35;;;;
YER185W;2;2;;;;
YER186C;49;37;;;;
YER187W;12;17;;;;
YER188W;15;18;;;;
YER188C-A;1;1;;;;
YER189W;0;0;;;;
YER190W;3;0;;;;
YER190C-A;0;0;;;;
YER190C-B;0;0;;;;
YFL068W;0;0;;;;
YFL067W;1;1;;;;
YFL066C;2;0;;;;
YFL065C;0;0;;;;
YFL064C;0;0;;;;
YFL063W;0;0;;;;
YFL062W;0;1;;;;
YFL061W;0;0;;;;
YFL060C;1;0;;;;
YFL059W;1;6;;;;
YFL058W;0;0;;;;
YFL057C;8;15;;;;
YFL056C;12;7;;;;
YFL055W;18;16;;;;
YFL054C;69;94;;;;
YFL053W;16;20;;;;
YFL052W;21;24;;;;
YFL051C;8;8;;;;
YFL050C;31;27;;;;
YFL049W;40;54;;;;
YFL048C;94;102;;;;
YFL047W;35;28;;;;
YFL046W;31;31;;;;
YFL045C;318;306;;;;
YFL044C;60;44;;;;
YFL042C;144;151;;;;
YFL041W-A;7;5;;;;
YFL041W;98;93;;;;
YFL040W;11;11;;;;
YFL039C;2106;2235;;;;
YFL039C;28;48;;;;
YFL038C;591;599;;;;
YFL037W;520;437;;;;
RUF21;0;0;;;;
YFL036W;132;129;;;;
YFL034C-B;39;31;;;;
YFL034C-B;1;3;;;;
YFL034C-A;32;43;;;;
YFL034C-A;3;5;;;;
YFL034W;65;67;;;;
YFL033C;99;107;;;;
YFL032W;16;22;;;;
YFL031W;246;267;;;;
YFL031C-A;14;14;;;;
YFL031W;15;16;;;;
YFL030W;32;32;;;;
YFL029C;71;57;;;;
YFL028C;55;61;;;;
YFL027C;29;24;;;;
YFL026W;188;180;;;;
YFL025C;36;30;;;;
YFL024C;63;62;;;;
YFL023W;20;22;;;;
YFL022C;261;265;;;;
YFL021C-A;25;31;;;;
YFL021W;77;87;;;;
YFL020C;0;0;;;;
YFL019C;0;2;;;;
tP(UGG)F;0;0;;;;
tP(UGG)F;0;0;;;;
YFL018C;383;371;;;;
YFL017W-A;20;18;;;;
YFL017C;35;37;;;;
YFL016C;158;183;;;;
YFL015W-A;0;0;;;;
YFL015C;0;0;;;;
YFL014W;7;6;;;;
YFL013W-A;41;45;;;;
YFL013C;92;90;;;;
YFL012W-A;6;6;;;;
YFL012W;0;1;;;;
YFL011W;4;1;;;;
YFL010W-A;146;149;;;;
YFL010C;322;352;;;;
YFL009W;48;52;;;;
YFL008W;36;37;;;;
YFL007W;155;157;;;;
YFL005W;207;205;;;;
RUF20;4;4;;;;
YFL004W;164;175;;;;
YFL003C;4;2;;;;
tN(GUU)F;0;0;;;;
YFL002W-A;0;0;;;;
YFL002W-B;0;0;;;;
YFL002W-A;0;0;;;;
YFL002C;24;33;;;;
YFL001W;35;13;;;;
YFR001W;29;33;;;;
YFR002W;76;69;;;;
YFR003C;68;60;;;;
YFR004W;274;288;;;;
YFR005C;15;22;;;;
YFR006W;115;91;;;;
tF(GAA)F;0;0;;;;
tF(GAA)F;0;0;;;;
YFR007W;22;31;;;;
YFR008W;19;13;;;;
tG(GCC)F1;0;0;;;;
YFR009W;222;179;;;;
YFR009W-A;36;18;;;;
YFR010W;141;132;;;;
YFR010W-A;7;11;;;;
YFR011C;34;37;;;;
tY(GUA)F1;0;0;;;;
tY(GUA)F1;0;0;;;;
YFR012W;0;2;;;;
YFR012W-A;0;0;;;;
YFR013W;62;72;;;;
YFR014C;151;148;;;;
YFR015C;1223;1195;;;;
YFR016C;125;99;;;;
tG(GCC)F2;0;0;;;;
YFR017C;216;217;;;;
YFR018C;154;148;;;;
YFR019W;72;52;;;;
tS(GCU)F;0;0;;;;
tS(GCU)F;0;0;;;;
YFR020W;44;39;;;;
YFR021W;57;65;;;;
YFR022W;25;45;;;;
RUF22;0;0;;;;
YFR023W;1;1;;;;
YFR024C-A;245;225;;;;
YFR024C-A;1;4;;;;
YFR025C;66;57;;;;
tA(AGC)F;0;0;;;;
YFR026C;7;8;;;;
YFR027W;17;21;;;;
YFR028C;52;70;;;;
tY(GUA)F2;0;0;;;;
tY(GUA)F2;0;0;;;;
YFR029W;50;56;;;;
YFR030W;57;74;;;;
YFR031C;37;46;;;;
YFR031C-A;1207;1207;;;;
YFR031C-A;29;20;;;;
RUF23;1;0;;;;
YFR032C;2;1;;;;
YFR032C-A;727;720;;;;
YFR032C-B;81;75;;;;
YFR033C;157;194;;;;
YFR034C;62;59;;;;
YFR034W-A;7;7;;;;
YFR035C;16;26;;;;
tK(CUU)F;0;0;;;;
YFR036W;17;12;;;;
YFR036W-A;184;172;;;;
YFR037C;307;292;;;;
YFR038W;40;39;;;;
YFR039C;53;46;;;;
YFR040W;156;149;;;;
YFR041C;51;40;;;;
YFR042W;22;26;;;;
YFR043C;14;7;;;;
YFR044C;302;260;;;;
YFR045W;1;0;;;;
YFR045W;41;34;;;;
YFR046C;22;28;;;;
YFR047C;138;135;;;;
YFR048W;40;34;;;;
YFR049W;54;65;;;;
YFR050C;231;226;;;;
YFR051C;298;257;;;;
YFR052W;105;122;;;;
YFR052C-A;393;344;;;;
YFR053C;1875;1797;;;;
YFR054C;2;2;;;;
YFR056C;15;11;;;;
YFR055W;209;166;;;;
YFR057W;0;0;;;;
YGL263W;4;8;;;;
YGL262W;0;1;;;;
YGL261C;0;1;;;;
YGL260W;0;0;;;;
YGL259W;4;4;;;;
YGL258W-A;3;1;;;;
YGL258W;3;0;;;;
YGL257C;52;59;;;;
YGL256W;66;55;;;;
YGL255W;121;127;;;;
YGL254W;25;27;;;;
YGL253W;2804;2620;;;;
YGL252C;178;144;;;;
YGL251C;16;16;;;;
YGL251C;0;0;;;;
YGL250W;36;29;;;;
YGL249W;8;4;;;;
YGL248W;96;81;;;;
YGL247W;9;14;;;;
YGL246C;44;40;;;;
YGL245W;720;700;;;;
YGL244W;106;141;;;;
YGL243W;8;18;;;;
YGL242C;67;51;;;;
YGL241W;48;61;;;;
YGL240W;7;8;;;;
YGL239C;6;8;;;;
YGL238W;87;84;;;;
YGL237C;52;51;;;;
YGL236C;48;63;;;;
YGL235W;11;17;;;;
YGL234W;688;693;;;;
YGL233W;54;57;;;;
YGL232W;3;2;;;;
YGL232W;35;39;;;;
YGL231C;117;118;;;;
YGL230C;2;2;;;;
YGL229C;34;23;;;;
YGL228W;190;177;;;;
YGL227W;134;117;;;;
YGL226C-A;50;54;;;;
YGL226C-A;12;5;;;;
YGL226W;33;27;;;;
tV(AAC)G3;0;0;;;;
YGL225W;226;212;;;;
YGL224C;74;66;;;;
YGL223C;37;38;;;;
YGL222C;14;15;;;;
YGL221C;126;136;;;;
YGL220W;94;100;;;;
YGL219C;71;87;;;;
YGL218W;25;26;;;;
YGL217C;2;7;;;;
YGL216W;42;48;;;;
YGL215W;155;128;;;;
YGL214W;23;30;;;;
YGL213C;58;73;;;;
YGL212W;27;17;;;;
YGL211W;74;55;;;;
YGL210W;46;50;;;;
YGL209W;202;199;;;;
YGL208W;52;45;;;;
YGL207W;163;177;;;;
YGL206C;209;179;;;;
YGL205W;15;18;;;;
tH(GUG)G1;0;1;;;;
YGL204C;8;8;;;;
YGL203C;118;114;;;;
tK(UUU)G1;0;0;;;;
tK(UUU)G1;0;0;;;;
YGL202W;397;392;;;;
YGL201C;60;73;;;;
tK(CUU)G1;0;0;;;;
YGL200C;344;312;;;;
YGL199C;137;140;;;;
YGL198W;203;203;;;;
YGL197W;116;126;;;;
YGL196W;113;120;;;;
YGL195W;360;329;;;;
YGL194C-A;6;3;;;;
YGL194C;14;14;;;;
YGL193C;11;18;;;;
YGL192W;66;69;;;;
YGL191W;75;86;;;;
YGL190C;117;124;;;;
YGL189C;1008;966;;;;
YGL188C-A;0;0;;;;
YGL188C;5;3;;;;
YGL187C;65;69;;;;
YGL186C;153;166;;;;
YGL185C;20;14;;;;
YGL184C;29;27;;;;
YGL183C;1;0;;;;
YGL182C;0;1;;;;
YGL183C;0;0;;;;
YGL181W;182;174;;;;
YGL180W;37;36;;;;
YGL179C;45;37;;;;
YGL178W;0;0;;;;
YGL177W;1;1;;;;
YGL178W;39;40;;;;
YGL176C;27;17;;;;
YGL175C;8;7;;;;
YGL174W;15;10;;;;
YGL173C;332;304;;;;
YGL172W;107;87;;;;
YGL171W;24;13;;;;
YGL170C;0;2;;;;
tK(CUU)G2;0;0;;;;
YGL169W;39;23;;;;
YGL168W;45;60;;;;
YGL167C;203;257;;;;
YGL166W;70;69;;;;
YGL165C;50;45;;;;
YGL164C;56;46;;;;
YGL163C;59;43;;;;
YGL162W;77;59;;;;
YGL161C;164;179;;;;
YGL160W;43;37;;;;
YGL159W;20;23;;;;
tL(CAA)G1;0;0;;;;
tL(CAA)G1;0;0;;;;
YGL158W;21;26;;;;
YGL157W;98;108;;;;
YGL156W;43;55;;;;
YGL155W;28;48;;;;
YGL154C;26;16;;;;
YGL153W;27;35;;;;
YGL152C;19;26;;;;
YGL151W;69;72;;;;
YGL150C;144;177;;;;
YGL149W;2;2;;;;
YGL148W;607;589;;;;
YGL147C;1433;1389;;;;
YGL146C;6;12;;;;
YGL145W;26;28;;;;
YGL144C;23;21;;;;
YGL143C;31;32;;;;
YGL142C;39;35;;;;
YGL141W;49;39;;;;
YGL140C;102;86;;;;
YGL139W;60;61;;;;
YGL138C;0;0;;;;
YGL137W;3;2;;;;
YGL137W;301;298;;;;
YGL136C;25;17;;;;
YGL135W;441;396;;;;
YGL134W;34;29;;;;
YGL133W;54;62;;;;
YGL132W;7;6;;;;
YGL131C;40;47;;;;
YGL130W;65;41;;;;
YGL129C;48;58;;;;
YGL128C;23;25;;;;
YGL127C;22;28;;;;
YGL126W;225;236;;;;
YGL125W;115;105;;;;
YGL124C;34;30;;;;
YGL123W;3048;3141;;;;
YGL123C-A;835;879;;;;
YGL122C;254;254;;;;
YGL121C;10;14;;;;
YGL120C;112;108;;;;
YGL119W;24;30;;;;
tW(CCA)G1;0;0;;;;
tW(CCA)G1;0;0;;;;
YGL118C;0;2;;;;
YGL117W;57;56;;;;
YGL116W;40;50;;;;
YGL115W;95;106;;;;
YGL114W;71;57;;;;
YGL113W;21;24;;;;
YGL112C;47;44;;;;
YGL111W;48;43;;;;
YGL110C;34;32;;;;
YGL109W;9;9;;;;
YGL108C;14;13;;;;
YGL107C;34;57;;;;
YGL106W;223;220;;;;
YGL105W;466;484;;;;
YGL104C;38;39;;;;
YGL103W;236;246;;;;
YGL102C;1763;1824;;;;
YGL103W;1755;1822;;;;
YGL101W;27;27;;;;
YGL100W;71;80;;;;
YGL099W;54;64;;;;
snR82;10;4;;;;
YGL098W;39;27;;;;
tH(GUG)G2;0;0;;;;
YGL097W;132;150;;;;
YGL096W;12;14;;;;
tE(UUC)G1;0;0;;;;
YGL095C;61;68;;;;
YGL094C;65;62;;;;
YGL093W;53;60;;;;
YGL092W;94;78;;;;
YGL091C;23;40;;;;
YGL090W;21;12;;;;
YGL089C;9;6;;;;
YGL088W;9;5;;;;
snR10;13;11;;;;
YGL087C;47;28;;;;
YGL087C;3;2;;;;
YGL086W;53;49;;;;
YGL085W;15;21;;;;
YGL084C;75;73;;;;
YGL083W;38;38;;;;
YGL082W;80;109;;;;
YGL081W;14;1;;;;
YGL080W;36;42;;;;
YGL079W;17;22;;;;
YGL078C;110;101;;;;
YGL077C;192;198;;;;
YGL076C;686;653;;;;
snR39;0;1;;;;
YGL076C;206;206;;;;
YGL076C;52;56;;;;
snR39B;1;0;;;;
YGL075C;11;14;;;;
YGL074C;14;18;;;;
YGL073W;130;137;;;;
YGL072C;30;30;;;;
YGL071W;47;60;;;;
YGL070C;31;30;;;;
YGL069C;104;95;;;;
YGL068W;124;121;;;;
YGL067W;52;49;;;;
