Geneid;ERR458493;ERR458494;;;;
YOR276W;197;190;;;;
YOR277C;143;143;;;;
snR31;7;13;;;;
snR5;4;2;;;;
YOR278W;15;16;;;;
YOR279C;19;15;;;;
YOR280C;31;31;;;;
YOR281C;68;71;;;;
YOR282W;17;18;;;;
YOR283W;40;42;;;;
YOR284W;17;19;;;;
YOR285W;198;174;;;;
YOR286W;46;40;;;;
YOR287C;7;1;;;;
YOR288C;18;19;;;;
YOR289W;28;21;;;;
tA(UGC)O;0;0;;;;
YOR290C;148;144;;;;
YOR291W;113;86;;;;
YOR292C;46;42;;;;
YOR293W;255;241;;;;
YOR293W;825;779;;;;
YOR293C-A;1;0;;;;
YOR294W;53;46;;;;
YOR295W;11;13;;;;
YOR296W;21;13;;;;
YOR297C;9;19;;;;
YOR298W;11;1;;;;
YOR298C-A;452;425;;;;
YOR299W;90;99;;;;
YOR300W;9;9;;;;
YOR301W;52;54;;;;
YOR302W;5;3;;;;
YOR303W;159;179;;;;
YOR304W;58;75;;;;
YOR304C-A;9;12;;;;
YOR305W;35;30;;;;
YOR306C;108;133;;;;
YOR307C;32;30;;;;
YOR308C;14;10;;;;
YOR309C;34;39;;;;
YOR310C;253;240;;;;
YOR311C;70;81;;;;
YOR312C;691;673;;;;
YOR312C;20;26;;;;
YOR313C;2;0;;;;
YOR314W;0;0;;;;
YOR314W-A;0;0;;;;
YOR315W;15;20;;;;
YOR316C;89;109;;;;
YOR316C-A;1;0;;;;
YOR317W;226;223;;;;
YOR318C;1;3;;;;
YOR318C;0;0;;;;
YOR319W;15;21;;;;
YOR320C;60;47;;;;
YOR321W;76;85;;;;
YOR322C;128;102;;;;
YOR323C;211;200;;;;
YOR324C;40;23;;;;
YOR325W;10;5;;;;
YOR326W;193;175;;;;
YOR327C;158;162;;;;
YOR328W;34;42;;;;
YOR329C;166;180;;;;
YOR329W-A;1;3;;;;
YOR330C;69;67;;;;
YOR331C;514;451;;;;
YOR332W;745;667;;;;
YOR333C;5;5;;;;
YOR334W;15;17;;;;
YOR335C;395;387;;;;
YOR335W-A;19;27;;;;
YOR336W;40;44;;;;
YOR337W;11;10;;;;
YOR338W;2;6;;;;
YOR339C;1;2;;;;
YOR340C;49;54;;;;
YOR341W;202;194;;;;
YOR342C;50;47;;;;
YOR343C;8;4;;;;
YOR343W-B;2;3;;;;
YOR343W-A;2;3;;;;
YOR343W-B;6;4;;;;
tM(CAU)O2;0;0;;;;
YOR344C;41;47;;;;
tP(UGG)O3;0;0;;;;
tP(UGG)O3;0;0;;;;
YOR345C;0;1;;;;
YOR346W;32;35;;;;
YOR347C;173;158;;;;
YOR348C;9;9;;;;
YOR349W;17;24;;;;
YOR350C;17;21;;;;
YOR351C;2;1;;;;
YOR352W;37;32;;;;
YOR353C;67;68;;;;
YOR354C;58;50;;;;
YOR355W;65;69;;;;
YOR356W;86;82;;;;
YOR357C;20;23;;;;
YOR358W;64;72;;;;
YOR359W;10;17;;;;
YOR360C;30;24;;;;
YOR361C;237;235;;;;
YOR362C;413;383;;;;
YOR363C;33;36;;;;
YOR364W;4;0;;;;
YOR365C;8;6;;;;
YOR366W;0;3;;;;
YOR367W;25;24;;;;
YOR368W;10;18;;;;
YOR369C;2850;2756;;;;
YOR370C;176;168;;;;
YOR371C;28;25;;;;
YOR372C;36;27;;;;
YOR373W;32;30;;;;
YOR374W;1002;965;;;;
YOR375C;718;710;;;;
YOR376W;0;1;;;;
YOR376W-A;3;3;;;;
YOR377W;45;53;;;;
YOR378W;7;15;;;;
YOR379C;2;5;;;;
YOR380W;36;35;;;;
YOR381W;24;34;;;;
YOR381W-A;1;0;;;;
YOR382W;796;780;;;;
YOR383C;2078;1977;;;;
YOR384W;55;58;;;;
YOR385W;12;6;;;;
YOR386W;38;27;;;;
YOR387C;9;6;;;;
YOR388C;0;0;;;;
YOR389W;9;7;;;;
YOR390W;2;0;;;;
YOR391C;0;0;;;;
YOR392W;0;0;;;;
YOR393W;0;0;;;;
YOR394W;0;0;;;;
YOR394C-A;0;0;;;;
YOR396W;0;0;;;;
YOR396C-A;0;0;;;;
YPL283C;0;0;;;;
YPL283W-B;0;0;;;;
YPL283W-A;0;0;;;;
YPL283C;0;0;;;;
YPL282C;0;0;;;;
YPL281C;0;0;;;;
YPL280W;0;0;;;;
YPL279C;0;3;;;;
YPL278C;1;3;;;;
YPL277C;11;7;;;;
YPL276W;0;0;;;;
YPL275W;2;0;;;;
YPL274W;111;105;;;;
YPL273W;136;116;;;;
YPL272C;15;17;;;;
YPL271W;73;67;;;;
YPL270W;108;114;;;;
YPL269W;17;19;;;;
YPL268W;39;31;;;;
YPL267W;10;11;;;;
YPL266W;89;77;;;;
YPL265W;258;250;;;;
YPL264C;12;12;;;;
YPL263C;72;68;;;;
YPL262W;207;213;;;;
YPL261C;1;4;;;;
YPL260W;116;104;;;;
YPL259C;56;46;;;;
YPL258C;18;15;;;;
tW(CCA)P;0;2;;;;
tW(CCA)P;0;0;;;;
YPL257W-B;0;0;;;;
YPL257W-A;0;0;;;;
YPL257W-B;0;0;;;;
YPL257W;4;5;;;;
YPL256C;57;62;;;;
YPL255W;25;26;;;;
YPL254W;32;22;;;;
YPL253C;6;8;;;;
YPL252C;76;82;;;;
YPL251W;37;42;;;;
YPL250C;69;87;;;;
YPL249C-A;891;940;;;;
YPL250W-A;888;932;;;;
YPL249C-A;98;85;;;;
YPL249C;68;75;;;;
YPL248C;29;28;;;;
YPL247C;157;145;;;;
YPL246C;144;125;;;;
YPL245W;58;63;;;;
YPL244C;55;52;;;;
YPL243W;92;97;;;;
YPL242C;54;50;;;;
YPL241C;11;7;;;;
YPL241C;0;1;;;;
YPL240C;186;166;;;;
YPL239W;41;57;;;;
YPL238C;129;127;;;;
YPL237W;308;312;;;;
YPL236C;21;26;;;;
YPL235W;143;130;;;;
YPL234C;268;288;;;;
YPL233W;28;24;;;;
YPL232W;214;190;;;;
YPL231W;2079;2129;;;;
YPL230W;79;69;;;;
YPL229W;17;12;;;;
YPL228W;29;38;;;;
YPL227C;47;44;;;;
YPL226W;316;319;;;;
YPL225W;93;98;;;;
YPL224C;98;115;;;;
YPL223C;17;20;;;;
YPL222W;54;47;;;;
YPL222C-A;13;11;;;;
YPL221W;262;206;;;;
YPL220W;322;273;;;;
YPL219W;21;29;;;;
YPL218W;15;21;;;;
YPL218W;250;268;;;;
YPL217C;123;103;;;;
YPL216W;11;27;;;;
YPL215W;51;49;;;;
YPL214C;53;56;;;;
YPL213W;20;21;;;;
YPL212C;81;72;;;;
YPL211W;111;103;;;;
YPL210C;68;82;;;;
YPL209C;9;6;;;;
YPL208W;36;31;;;;
YPL207W;126;122;;;;
YPL206C;90;92;;;;
YPL205C;5;3;;;;
YPL204W;217;162;;;;
YPL203W;119;124;;;;
YPL202C;33;32;;;;
YPL201C;2;5;;;;
YPL200W;0;2;;;;
YPL199C;65;60;;;;
YPL198W;4;7;;;;
YPL198W;10;20;;;;
snR59;1;0;;;;
YPL198W;80;100;;;;
YPL197C;53;60;;;;
YPL196W;70;55;;;;
YPL195W;71;76;;;;
YPL194W;13;17;;;;
YPL193W;37;23;;;;
YPL192C;4;3;;;;
YPL191C;11;18;;;;
YPL190C;176;158;;;;
YPL189C-A;18;29;;;;
YPL189W;5;0;;;;
YPL188W;27;30;;;;
YPL187W;0;0;;;;
YPL186C;22;36;;;;
YPL185W;5;17;;;;
YPL184C;119;119;;;;
YPL183W-A;12;11;;;;
YPL183C;24;31;;;;
YPL182C;27;26;;;;
YPL181W;138;114;;;;
YPL180W;46;65;;;;
YPL179W;111;118;;;;
tE(UUC)P;0;0;;;;
YPL178W;130;117;;;;
YPL177C;107;97;;;;
YPL176C;107;100;;;;
YPL175W;0;1;;;;
YPL175W;36;48;;;;
YPL174C;22;19;;;;
YPL173W;44;57;;;;
YPL172C;40;52;;;;
YPL171C;5;6;;;;
YPL170W;123;103;;;;
YPL169C;78;76;;;;
YPL168W;31;32;;;;
YPL167C;30;22;;;;
YPL166W;15;15;;;;
YPL165C;39;49;;;;
YPL164C;24;31;;;;
YPL163C;218;217;;;;
YPL162C;23;28;;;;
YPL161C;23;20;;;;
YPL160W;340;313;;;;
YPL159C;42;41;;;;
YPL158C;17;21;;;;
YPL157W;20;13;;;;
YPL156C;28;28;;;;
YPL155C;54;35;;;;
YPL154C;980;1003;;;;
YPL153C;17;18;;;;
YPL152W-A;0;0;;;;
YPL152W;19;20;;;;
YPL151C;56;52;;;;
YPL150W;38;49;;;;
YPL149W;36;37;;;;
YPL148C;7;12;;;;
YPL147W;29;16;;;;
YPL146C;47;49;;;;
YPL145C;133;128;;;;
YPL144W;7;19;;;;
snR17b;4;1;;;;
snR17b;0;0;;;;
YPL143W;144;130;;;;
YPL143W;983;1016;;;;
YPL142C;953;1000;;;;
YPL141C;40;33;;;;
YPL140C;33;30;;;;
YPL139C;46;37;;;;
YPL138C;19;17;;;;
YPL137C;104;107;;;;
YPL136W;10;3;;;;
YPL135W;156;142;;;;
YPL135C-A;56;48;;;;
YPL134C;44;49;;;;
YPL133C;23;25;;;;
YPL132W;18;22;;;;
YPL131W;2669;2526;;;;
YPL130W;1;1;;;;
YPL129W;1;1;;;;
YPL129W;74;88;;;;
YPL128C;25;39;;;;
YPL127C;113;114;;;;
YPL126W;73;95;;;;
YPL125W;52;45;;;;
YPL124W;4;12;;;;
YPL123C;31;26;;;;
YPL122C;20;31;;;;
YPL121C;1;1;;;;
YPL120W;22;12;;;;
YPL119C-A;1;3;;;;
YPL119C;22;33;;;;
YPL118W;79;83;;;;
YPL117C;98;89;;;;
YPL116W;50;51;;;;
YPL115C;65;64;;;;
YPL114W;13;24;;;;
YPL113C;20;32;;;;
YPL112C;30;36;;;;
tM(CAU)P;0;0;;;;
YPL111W;160;194;;;;
YPL110C;112;110;;;;
YPL109C;4;10;;;;
YPL109C;12;18;;;;
YPL108W;16;8;;;;
YPL107W;21;15;;;;
YPL106C;1025;973;;;;
YPL105C;122;149;;;;
YPL104W;39;36;;;;
YPL103C;32;38;;;;
YPL102C;8;5;;;;
YPL101W;47;59;;;;
YPL100W;45;45;;;;
YPL099C;24;25;;;;
YPL098C;60;67;;;;
YPL097W;20;20;;;;
YPL096C-A;30;15;;;;
YPL096W;36;43;;;;
YPL095C;68;96;;;;
YPL094C;135;144;;;;
YPL093W;83;84;;;;
YPL092W;110;126;;;;
YPL091W;193;216;;;;
YPL090C;491;425;;;;
YPL090C;62;48;;;;
YPL089C;171;154;;;;
YPL088W;85;102;;;;
YPL087W;129;153;;;;
YPL086C;62;60;;;;
YPL085W;142;128;;;;
YPL084W;88;75;;;;
YPL083C;9;19;;;;
YPL082C;45;45;;;;
YPL081W;3;2;;;;
YPL081W;53;51;;;;
YPL080C;1;1;;;;
YPL079W;144;148;;;;
YPL079W;1331;1349;;;;
YPL078C;124;133;;;;
YPL077C;10;11;;;;
YPL076W;24;28;;;;
YPL075W;0;0;;;;
YPL075W;118;85;;;;
YPL074W;40;38;;;;
YPL073C;9;5;;;;
YPL072W;35;16;;;;
YPL071C;20;24;;;;
YPL070W;71;80;;;;
YPL069C;11;18;;;;
YPL068C;8;9;;;;
YPL067C;45;44;;;;
YPL066W;50;34;;;;
YPL065W;25;12;;;;
YPL064C;53;46;;;;
YPL063W;152;156;;;;
YPL062W;0;4;;;;
YPL061W;2411;2337;;;;
YPL060W;12;12;;;;
tC(GCA)P1;0;0;;;;
YPL060C-A;0;1;;;;
YPL059W;62;52;;;;
YPL058C;63;63;;;;
YPL057C;144;124;;;;
YPL056C;46;42;;;;
YPL055C;93;107;;;;
YPL054W;38;39;;;;
YPL053C;96;91;;;;
YPL052W;5;3;;;;
YPL052W;9;9;;;;
YPL051W;22;19;;;;
YPL050C;126;113;;;;
YPL049C;312;289;;;;
YPL048W;479;481;;;;
YPL047W;13;19;;;;
YPL046C;5;3;;;;
YPL045W;42;42;;;;
YPL044C;11;15;;;;
YPL043W;67;59;;;;
YPL042C;31;32;;;;
YPL041C;12;9;;;;
YPL040C;30;39;;;;
YPL039W;30;20;;;;
YPL038W-A;1;0;;;;
YPL038W;21;18;;;;
YPL037C;818;795;;;;
YPL036W;11;5;;;;
YPL035C;7;3;;;;
YPL034W;11;5;;;;
YPL033C;1;0;;;;
YPL032C;135;123;;;;
YPL031C;101;92;;;;
YPL031C;1;1;;;;
YPL030W;31;29;;;;
YPL029W;22;27;;;;
YPL028W;581;553;;;;
YPL027W;0;2;;;;
YPL026C;69;75;;;;
YPL025C;1;2;;;;
YPL024W;20;18;;;;
YPL023C;134;129;;;;
YPL022W;92;96;;;;
YPL021W;0;0;;;;
YPL020C;36;36;;;;
YPL019C;298;326;;;;
YPL018W;30;26;;;;
YPL017C;53;52;;;;
YPL016W;15;18;;;;
YPL015C;89;67;;;;
YPL014W;43;41;;;;
YPL013C;34;44;;;;
YPL012W;46;58;;;;
YPL011C;41;33;;;;
YPL010W;62;79;;;;
YPL009C;128;97;;;;
YPL008W;35;32;;;;
YPL007C;26;21;;;;
YPL006W;79;77;;;;
YPL005W;12;15;;;;
YPL004C;1059;923;;;;
YPL003W;60;59;;;;
YPL002C;20;14;;;;
YPL001W;20;17;;;;
YPR001W;18;8;;;;
YPR002W;15;14;;;;
tF(GAA)P1;0;0;;;;
tF(GAA)P1;0;0;;;;
YPR002C-A;0;1;;;;
YPR003C;63;44;;;;
YPR004C;92;111;;;;
YPR005C;20;21;;;;
YPR006C;32;23;;;;
YPR007C;5;3;;;;
tG(GCC)P1;0;0;;;;
YPR008W;135;109;;;;
YPR009W;51;49;;;;
YPR010C;235;231;;;;
tK(CUU)P;0;0;;;;
YPR010C-A;12;10;;;;
YPR010C-A;6;4;;;;
YPR011C;53;52;;;;
YPR012W;5;4;;;;
YPR013C;47;58;;;;
YPR014C;5;5;;;;
YPR015C;7;6;;;;
YPR016C;241;249;;;;
YPR016W-A;8;12;;;;
YPR017C;31;18;;;;
YPR018W;34;28;;;;
YPR019W;89;84;;;;
YPR020W;14;7;;;;
YPR021C;27;26;;;;
YPR022C;47;58;;;;
YPR023C;147;122;;;;
YPR024W;153;168;;;;
YPR025C;22;21;;;;
YPR026W;57;75;;;;
YPR027C;28;33;;;;
tF(GAA)P2;0;0;;;;
tF(GAA)P2;0;0;;;;
YPR028W;25;17;;;;
YPR028W;260;253;;;;
YPR029C;94;111;;;;
YPR030W;51;34;;;;
YPR031W;9;7;;;;
YPR032W;50;43;;;;
YPR033C;249;272;;;;
YPR034W;98;94;;;;
YPR035W;2753;2616;;;;
YPR036W;572;575;;;;
YPR036W-A;307;320;;;;
YPR037C;157;109;;;;
YPR038W;52;40;;;;
YPR039W;23;11;;;;
YPR040W;53;67;;;;
YPR041W;282;323;;;;
YPR042C;58;39;;;;
YPR043W;107;91;;;;
YPR044C;1172;1170;;;;
YPR043W;1169;1169;;;;
YPR045C;55;52;;;;
YPR046W;11;11;;;;
YPR047W;31;29;;;;
YPR048W;16;16;;;;
YPR049C;17;17;;;;
YPR050C;53;50;;;;
YPR051W;59;56;;;;
YPR052C;185;168;;;;
YPR053C;146;130;;;;
YPR054W;15;18;;;;
YPR055W;35;35;;;;
YPR056W;30;46;;;;
YPR057W;38;25;;;;
YPR058W;74;75;;;;
YPR059C;33;25;;;;
YPR060C;19;24;;;;
YPR061C;20;13;;;;
YPR062W;305;334;;;;
YPR063C;161;136;;;;
YPR063C;21;18;;;;
YPR064W;1;2;;;;
YPR065W;49;41;;;;
YPR066W;24;27;;;;
YPR067W;31;30;;;;
YPR068C;24;16;;;;
YPR069C;177;158;;;;
YPR070W;53;40;;;;
YPR071W;11;6;;;;
tS(UGA)P;0;0;;;;
YPR072W;100;81;;;;
YPR073C;41;30;;;;
YPR074C;785;764;;;;
YPR074W-A;0;0;;;;
YPR075C;159;179;;;;
YPR076W;27;41;;;;
YPR077C;1;1;;;;
YPR078C;11;6;;;;
YPR079W;40;49;;;;
YPR080W;1351;1255;;;;
YPR081C;37;38;;;;
YPR082C;18;33;;;;
YPR083W;20;19;;;;
YPR084W;40;34;;;;
YPR085C;27;29;;;;
YPR086W;102;119;;;;
YPR087W;76;91;;;;
YPR088C;234;222;;;;
YPR089W;69;89;;;;
YPR091C;81;65;;;;
YPR092W;3;2;;;;
snR51;1;1;;;;
snR70;14;7;;;;
snR41;4;3;;;;
YPR093C;41;66;;;;
YPR094W;14;10;;;;
YPR095C;75;59;;;;
YPR096C;2;1;;;;
YPR097W;70;76;;;;
YPR098C;33;37;;;;
YPR098C;1;1;;;;
YPR099C;46;46;;;;
YPR100W;53;49;;;;
YPR101W;15;13;;;;
YPR102C;354;347;;;;
YPR103W;300;309;;;;
YPR104C;32;42;;;;
YPR105C;55;56;;;;
YPR106W;25;23;;;;
YPR107C;22;23;;;;
YPR108W;180;214;;;;
YPR108W-A;0;0;;;;
tT(UGU)P;0;0;;;;
YPR109W;33;40;;;;
YPR110C;97;90;;;;
YPR111W;15;18;;;;
YPR112C;45;29;;;;
YPR113W;287;299;;;;
YPR114W;138;140;;;;
YPR115W;141;139;;;;
YPR116W;6;2;;;;
YPR117W;76;71;;;;
YPR118W;107;103;;;;
tK(UUU)P;0;0;;;;
tK(UUU)P;0;0;;;;
YPR119W;26;32;;;;
YPR120C;19;16;;;;
tC(GCA)P2;0;0;;;;
YPR121W;24;14;;;;
YPR122W;52;35;;;;
YPR123C;249;230;;;;
YPR124W;447;432;;;;
YPR125W;76;87;;;;
YPR126C;36;35;;;;
YPR127W;65;63;;;;
YPR128C;46;33;;;;
YPR129W;137;144;;;;
YPR130C;61;51;;;;
YPR131C;38;36;;;;
YPR132W;144;140;;;;
YPR132W;848;859;;;;
YPR133C;121;97;;;;
YPR133W-A;35;25;;;;
YPR134W;26;21;;;;
YPR135W;47;45;;;;
YPR136C;2;1;;;;
YPR137W;26;21;;;;
YPR137C-B;2;0;;;;
YPR137C-A;1;0;;;;
YPR137C-B;1;0;;;;
tN(GUU)P;0;0;;;;
YPR138C;100;106;;;;
YPR139C;41;56;;;;
YPR140W;33;34;;;;
YPR141C;14;15;;;;
YPR142C;27;31;;;;
YPR143W;35;39;;;;
tI(AAU)P1;0;0;;;;
YPR144C;31;27;;;;
snR45;0;0;;;;
YPR145W;927;920;;;;
YPR145C-A;0;3;;;;
YPR146C;24;14;;;;
YPR147C;42;42;;;;
YPR148C;137;145;;;;
YPR149W;473;455;;;;
YPR150W;3;4;;;;
YPR151C;3;4;;;;
YPR152C;20;18;;;;
YPR153W;2;1;;;;
YPR153W;5;4;;;;
YPR154W;94;98;;;;
YPR155C;37;31;;;;
YPR156C;98;94;;;;
YPR157W;32;38;;;;
YPR158W;9;14;;;;
YPR158W-B;0;0;;;;
YPR158W-A;0;0;;;;
YPR158W-B;2;0;;;;
YPR158C-D;11;15;;;;
YPR158C-C;13;8;;;;
YPR158C-D;13;8;;;;
tA(AGC)P;0;0;;;;
YPR159W;256;285;;;;
YPR159C-A;0;0;;;;
tG(GCC)P2;1;0;;;;
YPR160W;582;553;;;;
YPR160W-A;28;19;;;;
YPR160C-A;43;45;;;;
YPR161C;61;57;;;;
YPR162C;13;17;;;;
YPR163C;405;413;;;;
YPR164W;41;45;;;;
YPR165W;504;503;;;;
YPR166C;29;25;;;;
YPR167C;48;45;;;;
YPR168W;8;11;;;;
YPR169W;91;94;;;;
tI(AAU)P2;0;0;;;;
YPR170C;72;59;;;;
YPR170W-B;144;124;;;;
YPR169W-A;144;124;;;;
YPR170W-A;121;110;;;;
YPR170W-B;137;123;;;;
YPR171W;39;33;;;;
YPR172W;27;38;;;;
YPR173C;144;148;;;;
YPR174C;22;16;;;;
YPR175W;14;17;;;;
YPR176C;63;50;;;;
YPR177C;4;6;;;;
YPR178W;33;56;;;;
YPR179C;20;16;;;;
YPR180W;41;40;;;;
YPR181C;349;349;;;;
YPR182W;61;69;;;;
YPR183W;383;380;;;;
YPR184W;145;109;;;;
YPR185W;62;65;;;;
YPR186C;15;19;;;;
YPR187W;3;1;;;;
YPR187W;129;138;;;;
YPR188C;28;29;;;;
YPR189W;48;61;;;;
YPR190C;36;37;;;;
YPR191W;139;156;;;;
YPR192W;23;20;;;;
YPR193C;3;0;;;;
YPR194C;10;17;;;;
YPR195C;7;5;;;;
YPR196W;7;9;;;;
YPR197C;14;10;;;;
YPR198W;69;70;;;;
YPR199C;31;30;;;;
YPR200C;3;3;;;;
YPR201W;9;5;;;;
YPR202W;0;0;;;;
YPR202W;1;2;;;;
YPR203W;0;0;;;;
YPR204W;9;9;;;;
YPR204C-A;0;0;;;;
